name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Runella slithyformis	106	species	0	20	0	0.0
Spirosoma	107	genus	0	195	22	0.0
Planctomycetales	112	order	0	259	0	0.0
Gemmata	113	genus	0	128	0	0.0
Gemmata obscuriglobus	114	species	17998094	10921	5799	0.0
Planctomyces	118	genus	0	87	0	0.0
Rubinisphaera brasiliensis	119	species	0	17	0	0.0
Planctopirus limnophila	120	species	0	8	0	0.0
Gimesia maris	122	species	23261830	1881	544	0.0
Pirellula	123	genus	0	4	0	0.0
Planctomycetaceae	126	family	0	171	0	0.0
Isosphaera	127	genus	0	7	0	0.0
Isosphaera pallida	128	species	0	39	0	0.0
Methylocystis	133	genus	0	594	6	0.0
Methylocystis parvus	134	species	4529043	2417	973	3.85162e-05
Spirochaetales	136	order	0	81	0	0.0
Spirochaetaceae	137	family	0	18	0	0.0
Borrelia	138	genus	0	27	2	0.0
Borreliella burgdorferi	139	species	24312222	145	48	0.0
Borrelia hermsii	140	species	3525460	69	15	0.0
Borrelia parkeri	141	species	1599772	52	19	0.0
Borrelia turicatae	142	species	4493576	67	4	0.0
Borrelia anserina	143	species	1054469	26	1	0.0
Borrelia coriaceae	144	species	1787333	59	40	0.0
Spirochaeta	146	genus	0	18	0	0.0
Spirochaeta thermophila	154	species	0	17	0	0.0
Treponema	157	genus	0	99	28	0.0
Treponema denticola	158	species	39148188	921	238	0.0
Brachyspira hyodysenteriae	159	species	21589846	413	201	0.0
Treponema pallidum	160	species	0	33	4	0.0
Treponema phagedenis	162	species	26340967	650	89	0.0
Treponema bryantii	163	species	3516600	513	449	0.000300597
Treponema saccharophilum	165	species	3459320	406	272	0.0
Treponema succinifaciens	167	species	0	1	0	0.0
Treponema pallidum subsp. pertenue	168	subspecies	4561263	20	0	0.0
Leptospiraceae	170	family	0	20	0	0.0
Leptospira	171	genus	0	54	4	0.0
Leptospira biflexa	172	species	0	10	0	0.0
Leptospira interrogans	173	species	123051212	826	287	0.0
Leptospira borgpetersenii	174	species	66750464	379	146	0.0
Leptospira interrogans serovar Hardjo	176	leaf	4742398	4	0	0.0
Leptospirillum	179	genus	0	8	0	0.0
Leptospirillum ferrooxidans	180	species	0	2	0	0.0
Aquaspirillum	187	genus	0	37	0	0.0
Azospirillum	191	genus	0	4742	700	0.0
Azospirillum brasilense	192	species	42849090	22352	2610	0.0
Azospirillum lipoferum	193	species	0	172	0	0.0
Campylobacter	194	genus	0	69	21	0.0
Campylobacter coli	195	species	144738142	590	181	4.26155e-07
Campylobacter fetus	196	species	13696549	160	61	0.0
Campylobacter jejuni	197	species	658379475	802	194	0.0
Campylobacter hyointestinalis	198	species	1753385	69	4	0.0
Campylobacter concisus	199	species	29170988	823	215	0.0
Campylobacter curvus	200	species	5921091	326	0	0.0
Campylobacter lari	201	species	42548854	739	182	0.0
Campylobacter mucosalis	202	species	1773478	55	25	0.0
Campylobacter rectus	203	species	5143480	279	0	0.0
Campylobacter showae	204	species	4258467	254	138	0.0
Campylobacter sputorum	206	species	0	10	0	0.0
Helicobacter	209	genus	0	34	5	0.0
Helicobacter pylori	210	species	488641313	1742	700	0.0
Helicobacter acinonychis	212	species	0	1	0	0.0
Helicobacter cinaedi	213	species	19421675	385	100	0.0
Helicobacter felis	214	species	0	1	0	0.0
Helicobacter mustelae	217	species	1576607	39	1	0.0
Achromobacter	222	genus	0	5497	424	0.0
Alteromonas	226	genus	0	66	5	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	141	77	0.0
Brucella	234	genus	0	1638	683	0.0
Brucella abortus	235	species	229795308	69	15	0.0
Flavobacterium	237	genus	0	3695	2033	0.0
Elizabethkingia meningoseptica	238	species	27451532	4014	301	0.0
Flavobacterium sp.	239	species	2753136	2727	1882	0.000128582
Chryseobacterium balustinum	246	species	4974086	876	402	3.91947e-05
Empedobacter brevis	247	species	7431270	1370	252	0.0
Chryseobacterium gleum	250	species	5606922	783	401	0.0
Chryseobacterium indologenes	253	species	55311915	5901	1143	6.37581e-06
Chryseobacterium indoltheticum	254	species	12892241	2423	892	0.0
Myroides odoratus	256	species	12653952	1946	664	0.0
Sphingobacterium spiritivorum	258	species	20685717	3740	1018	0.0
Sphingobacterium thalpophilum	259	species	23274145	3200	698	0.0
Francisella	262	genus	0	47	8	0.0
Francisella tularensis	263	species	28312821	190	90	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	76	26	0.0
Paracoccus	265	genus	0	2563	106	0.0
Paracoccus denitrificans	266	species	20794901	8478	434	0
Thermus	270	genus	0	216	49	0.0
Thermus aquaticus	271	species	0	18	0	0.0
Thermus thermophilus	274	species	60521242	2088	525	0.0
Meiothermus ruber	277	species	0	40	0	0.0
Xanthobacter	279	genus	0	160	0	0.0
Comamonas	283	genus	0	2222	203	0.0
Comamonas testosteroni	285	species	41357446	11516	2474	4.21787e-06
Pseudomonas	286	genus	0	51830	19665	0.0
Pseudomonas aeruginosa	287	species	6124531475	28341	5465	0
Pseudoalteromonas atlantica	288	species	3669595	103	7	0.0
[Pseudomonas] carboxydohydrogena	290	species	3271440	2518	1254	0
Burkholderia cepacia	292	species	159454479	24101	4711	0.0
Brevundimonas diminuta	293	species	17453973	15680	3362	0.0
Pseudomonas fluorescens	294	species	135120295	14378	3492	6.98949e-06
Pseudomonas fragi	296	species	30797803	4098	515	0.000403949
Hydrogenophilus thermoluteolus	297	species	2288780	673	409	0.0
Pseudomonas marginalis	298	species	28115681	3724	685	5.71441e-05
Ectopseudomonas mendocina	300	species	20627476	6097	1418	0.0
Ectopseudomonas oleovorans	301	species	9232695	2425	345	2.40371e-05
Pseudomonas putida	303	species	440790802	23261	5125	0
Ralstonia solanacearum	305	species	149303865	19752	2534	0.0
Stutzerimonas stutzeri	316	species	134234018	21965	5421	0.0
Pseudomonas syringae	317	species	78178356	9011	1882	0.000292279
Pseudomonas savastanoi pv. phaseolicola	319	leaf	6085631	181	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	36483072	1934	373	7.33452e-06
Pseudomonas amygdali pv. tabaci	322	leaf	6299574	191	23	0.0
Pseudomonas syringae pv. tomato	323	leaf	25656674	1153	17	6.94632e-06
Ralstonia pickettii	329	species	10187675	4522	1004	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	13616270	252	0	0.0
Burkholderia glumae	337	species	346659127	15145	3891	0.0
Xanthomonas	338	genus	0	24421	7896	0.0
Xanthomonas campestris	339	species	76348720	10985	2912	1.70507e-06
Xanthomonas campestris pv. campestris	340	leaf	548143478	1848	152	7.32378e-07
Xanthomonas translucens	343	species	37134451	8907	1559	0.0
Xanthomonas citri	346	species	31534264	4780	772	0.0
Xanthomonas oryzae	347	species	138705971	5214	2203	0.0
Azotobacter	352	genus	0	502	0	0.0
Azotobacter chroococcum	353	species	10098779	5440	539	0.0
Azotobacter vinelandii	354	species	5617899	2914	119	0.0
Hyphomicrobiales	356	order	0	14620	269	0.0
Agrobacterium	357	genus	0	1714	43	0.0
Agrobacterium tumefaciens	358	species	328402725	18931	3643	1.59527e-06
Rhizobium rhizogenes	359	species	25817365	5608	430	0.0
Agrobacterium radiobacter	362	species	5921389	995	43	2.76925e-05
Agrobacterium vitis	373	species	59045005	7506	1724	8.91731e-06
Bradyrhizobium	374	genus	0	40195	16171	0.0
Bradyrhizobium japonicum	375	species	158880876	14825	2265	0
Bradyrhizobium sp.	376	species	7547693	2009	618	0.0
Rhizobium	379	genus	0	11154	3256	0.0
Sinorhizobium fredii	380	species	13531397	5104	417	0.0
Mesorhizobium loti	381	species	6870350	1991	146	0.0
Sinorhizobium meliloti	382	species	179769211	8797	1508	0.0
Rhizobium leguminosarum	384	species	95651800	12693	2465	1.18272e-05
Rhizobium leguminosarum bv. trifolii	386	leaf	37653028	4454	671	6.09258e-304
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	2365	421	7.95054e-06
Sinorhizobium fredii NGR234	394	strain	6891900	1982	852	0.0
Rhizobium phaseoli	396	species	94701776	6545	1342	0.0
Rhizobium tropici	398	species	0	58	0	0.0
Neorhizobium galegae	399	species	6049186	2863	1066	2.88385e-05
Methylococcaceae	403	family	0	554	4	0.0
Methylobacillus	404	genus	0	16	0	0.0
Methylobacillus flagellatus	405	species	0	38	0	0.0
Methylobacterium	407	genus	0	6572	1147	0.0
Methylorubrum extorquens	408	species	28813053	17597	3003	0.000110885
Methylobacterium organophilum	410	species	5319780	5602	3081	0.000188512
Methylococcus	413	genus	0	401	0	0.0
Methylococcus capsulatus	414	species	20013869	6464	923	0.0
Methylomonas	416	genus	0	264	14	0.0
Methylomonas methanica	421	species	0	29	0	0.0
Methylosinus	425	genus	0	290	0	0.0
Methylosinus trichosporium	426	species	0	436	1	0.0
Methylosinus sporium	428	species	4852742	3019	1290	0.0
Methylobacter	429	genus	0	12	0	0.0
Acetobacteraceae	433	family	0	1048	14	0.0
Acetobacter	434	genus	0	184	16	0.0
Acetobacter aceti	435	species	7692929	1188	520	0.0
Novacetimonas hansenii	436	species	10583023	1978	448	0.0
Acetobacter pasteurianus	438	species	9137710	505	145	0.0
Gluconobacter	441	genus	0	86	2	0.0
Gluconobacter oxydans	442	species	2990259	681	113	0.0
Legionellaceae	444	family	0	24	0	0.0
Legionella	445	genus	0	83	16	0.0
Legionella pneumophila	446	species	369470196	798	458	0.0
Legionella hackeliae	449	species	3570857	128	85	0.0
Legionella longbeachae	450	species	25231216	420	219	0.0
Legionella micdadei	451	species	9836958	368	74	0.0
Legionella spiritensis	452	species	6755735	354	51	0.0
Legionella israelensis	454	species	9344693	408	140	0.0
Legionella jordanis	456	species	3133723	127	87	0.0
Moraxellaceae	468	family	0	128	0	0.0
Acinetobacter	469	genus	0	769	338	0.0
Acinetobacter baumannii	470	species	3054149000	2787	644	6.90571e-08
Acinetobacter calcoaceticus	471	species	23786304	558	182	0.0
Moraxella	475	genus	0	123	13	0.0
Moraxella bovis	476	species	97686759	854	324	0.0
Moraxella nonliquefaciens	478	species	4667090	456	2	8.03729e-05
Moraxella catarrhalis	480	species	23037162	587	78	0
Neisseriaceae	481	family	0	430	1	0.0
Neisseria	482	genus	0	629	56	0.0
Neisseria cinerea	483	species	3665805	285	80	0.0
Neisseria flavescens	484	species	2231882	148	38	0.0
Neisseria gonorrhoeae	485	species	436326338	591	141	0.0
Neisseria lactamica	486	species	6545836	622	62	0.0
Neisseria meningitidis	487	species	226087510	1321	258	0.0
Neisseria mucosa	488	species	5008700	409	85	0.0
Neisseria sicca	490	species	5430826	457	120	0.0
Neisseria animalis	492	species	4477875	462	15	0.0
Neisseria canis	493	species	2569389	246	122	0.0
Bergeriella denitrificans	494	species	2473929	583	267	0.0
Neisseria elongata	495	species	4931910	756	254	0.0
Neisseria macacae	496	species	0	7	0	0.0
Psychrobacter	497	genus	0	125	61	0.0
Thermomicrobium	499	genus	0	8	0	0.0
Thermomicrobium roseum	500	species	0	21	0	0.0
Kingella denitrificans	502	species	2220058	410	215	0.0
Kingella kingae	504	species	12245024	768	82	0.0
Kingella oralis	505	species	2420532	434	241	0.0
Alcaligenaceae	506	family	0	1322	0	0.0
Alcaligenes	507	genus	0	341	30	0.0
Alcaligenes faecalis	511	species	66752829	3647	639	0.0
Bordetella	517	genus	0	1735	3	0.0
Bordetella bronchiseptica	518	species	114376439	10357	713	0.0
Bordetella parapertussis	519	species	429659480	2632	110	0.0
Bordetella pertussis	520	species	2729916552	823	49	0.0
Bordetella avium	521	species	26291993	2316	1052	0.0
Acidiphilium	522	genus	0	241	0	0.0
Acidiphilium cryptum	524	species	0	189	0	0.0
Ochrobactrum	528	genus	0	11	0	0.0
Brucella anthropi	529	species	35076955	3664	310	7.14615e-122
Beijerinckia	532	genus	0	14	0	0.0
Beijerinckia indica	533	species	0	61	0	0.0
Chromobacterium	535	genus	0	1428	34	0.0
Chromobacterium violaceum	536	species	18802982	11373	882	0.0
Iodobacter fluviatilis	537	species	4588033	346	210	0.0
Eikenella	538	genus	0	66	0	0.0
Eikenella corrodens	539	species	6843626	1362	404	0.0
Zymomonas	541	genus	0	49	0	0.0
Zymomonas mobilis	542	species	8769269	490	250	0.0
Enterobacteriaceae	543	family	0	2095	79	0.0
Citrobacter	544	genus	0	1952	632	0.0
Citrobacter koseri	545	species	136415715	1804	310	0.0
Citrobacter freundii	546	species	959120807	3828	559	0
Enterobacter	547	genus	0	3198	987	0.0
Klebsiella aerogenes	548	species	383810620	3566	889	0.0
Pantoea agglomerans	549	species	200225949	5441	1373	5.19439e-05
Enterobacter cloacae	550	species	165709943	2689	651	0.0
Erwinia	551	genus	0	770	267	0.0
Erwinia amylovora	552	species	103291094	707	307	0.0
Pantoea ananatis	553	species	69434643	2026	358	0.0
Pectobacterium carotovorum	554	species	53470567	1340	121	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	14652671	313	37	0.0
Dickeya chrysanthemi	556	species	4751996	504	106	0.0
Escherichia	561	genus	0	185	13	0.0
Escherichia coli	562	species	16936115536	7938	1765	1.93329e-07
Shimwellia blattae	563	species	8307006	700	0	0.0
Escherichia fergusonii	564	species	324088258	915	198	0
Atlantibacter hermannii	565	species	22481761	1964	180	0.0
Pseudescherichia vulneris	566	species	4653761	560	285	0.0
Hafnia	568	genus	0	63	0	0.0
Hafnia alvei	569	species	37963452	1158	333	7.44352e-05
Klebsiella	570	genus	0	2417	572	0.0
Klebsiella oxytoca	571	species	300921893	2459	790	0
Klebsiella pneumoniae	573	species	12975475856	19066	3864	1.46387e-08
Raoultella planticola	575	species	124126400	2063	152	0.0
Raoultella terrigena	577	species	28895571	2604	248	0.0
Kluyvera	579	genus	0	41	0	0.0
Kluyvera cryocrescens	580	species	4849988	442	228	0.0
Morganella	581	genus	0	65	0	0.0
Morganella morganii	582	species	271183096	2753	1037	6.44013e-07
Proteus	583	genus	0	118	27	0.0
Proteus mirabilis	584	species	646853211	1502	799	0.0
Proteus vulgaris	585	species	42626441	1034	206	0.0
Providencia	586	genus	0	502	246	0.0
Providencia rettgeri	587	species	188189362	1279	308	0
Providencia stuartii	588	species	113871496	681	122	0.0
Salmonella	590	genus	0	110	18	0.0
Salmonella enterica subsp. enterica serovar Gallinarum	594	leaf	18963264	16	1	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	288178260	6	3	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	87073611	34	1	0.0
Salmonella enterica subsp. enterica serovar Rubislaw	598	leaf	5027145	3	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	48448653	17	1	0.0
Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum	604	leaf	4883354	4	0	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	5	0	0.0
Salmonella enterica subsp. enterica serovar Abortusequi	607	leaf	9666154	15	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	167230081	8	0	0.0
Serratia	613	genus	0	5273	1573	0.0
Serratia liquefaciens	614	species	32864515	2643	202	0.0
Serratia marcescens	615	species	719373253	12966	1864	0.0
Serratia odorifera	618	species	5272556	736	422	0.0
Shigella	620	genus	0	37	0	0.0
Shigella boydii	621	species	67333287	200	12	0
Shigella dysenteriae	622	species	135409920	326	28	6.2485e-06
Shigella flexneri	623	species	409981008	576	38	2.74091e-06
Shigella sonnei	624	species	235424841	110	7	0
Xenorhabdus	626	genus	0	21	0	0.0
Xenorhabdus nematophila	628	species	8564534	260	0	0.0
Yersinia	629	genus	0	199	16	0.0
Yersinia enterocolitica	630	species	122743732	1237	361	1.48076e-06
Yersinia intermedia	631	species	48884760	1203	143	1.07142e-05
Yersinia pestis	632	species	515186184	369	20	0.0
Yersinia pseudotuberculosis	633	species	139453955	748	97	0.0
Yersinia bercovieri	634	species	4401131	231	78	0.0
Edwardsiella	635	genus	0	399	2	0.0
Edwardsiella tarda	636	species	151956899	1531	533	0.0
Arsenophonus	637	genus	0	22	1	0.0
Arsenophonus nasoniae	638	species	27496093	393	74	0.0
Vibrionaceae	641	family	0	243	0	0.0
Aeromonas	642	genus	0	4948	1755	0.0
Aeromonas hydrophila	644	species	270088530	7845	1203	0.0
Aeromonas salmonicida	645	species	101881512	2867	851	3.42442e-06
Aeromonas caviae	648	species	251072923	4430	688	6.9478e-07
Aeromonas jandaei	650	species	27278201	2346	376	0.0
Aeromonas media	651	species	95147978	5423	705	0.0
Aeromonas schubertii	652	species	8750747	1467	315	0.0
Aeromonas veronii	654	species	259056543	8301	1882	0.0
Aeromonas allosaccharophila	656	species	20086692	1631	315	0.0
Photobacterium	657	genus	0	45	1	0.0
Photobacterium phosphoreum	659	species	4663684	160	97	0.0
Vibrio	662	genus	0	742	191	0.0
Vibrio alginolyticus	663	species	246300254	886	156	0.0
Vibrio cholerae	666	species	468230071	1361	344	0.0
Aliivibrio fischeri	668	species	0	13	0	0.0
Vibrio harveyi	669	species	167770124	853	223	0.0
Vibrio parahaemolyticus	670	species	623601655	1710	535	0.0
Vibrio vulnificus	672	species	129925627	1549	440	0.0
Grimontia hollisae	673	species	16426895	741	125	0.0
Vibrio mimicus	674	species	22251138	664	132	0.0
Vibrio cincinnatiensis	675	species	15191860	431	91	0.0
Vibrio fluvialis	676	species	82263780	1713	493	0.0
Vibrio campbellii	680	species	121100462	1064	252	0.0
Vibrio diazotrophicus	685	species	4820957	133	77	0.0
Vibrio cholerae O1 biovar El Tor	686	leaf	24467097	2	0	0.0
Vibrio gazogenes	687	species	18923951	576	107	0.0
Aliivibrio logei	688	species	4573618	138	93	0.0
Vibrio mediterranei	689	species	11788203	234	57	0.0
Vibrio natriegens	691	species	42432052	482	121	0.0
Plesiomonas	702	genus	0	10	0	0.0
Plesiomonas shigelloides	703	species	18777990	1153	296	0.0
Pasteurellaceae	712	family	0	132	4	0.0
Actinobacillus	713	genus	0	36	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	45941915	670	150	0.0
Actinobacillus pleuropneumoniae	715	species	74202166	380	67	0.0
Actinobacillus suis	716	species	5053375	158	2	0.0
Actinobacillus equuli	718	species	2451991	211	71	0.0
Actinobacillus lignieresii	720	species	2377048	108	20	0.0
Haemophilus	724	genus	0	29	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	5958510	35	1	0.0
Haemophilus haemolyticus	726	species	9541904	417	93	0.0
Haemophilus influenzae	727	species	182408424	968	231	0.0
Avibacterium paragallinarum	728	species	54606224	735	218	0.0
Haemophilus parainfluenzae	729	species	35018880	1106	290	0
[Haemophilus] ducreyi	730	species	21839200	359	81	0.0
Histophilus somni	731	species	65891970	648	411	0.0
Aggregatibacter aphrophilus	732	species	4705336	211	72	0.0
Haemophilus parahaemolyticus	735	species	4185325	195	0	0.0
Glaesserella parasuis	738	species	54122026	678	187	0.0
Aggregatibacter segnis	739	species	2062506	119	32	0.0
Pasteurella	745	genus	0	15	0	0.0
Pasteurella multocida	747	species	389809233	809	233	0.0
Gallibacterium anatis	750	species	20804414	627	151	0.0
Pasteurella canis	753	species	11275507	366	42	0.0
Pasteurella dagmatis	754	species	2287213	91	51	0.0
Avibacterium volantium	762	species	2230476	102	49	0.0
Rickettsiales	766	order	0	118	0	0.0
Anaplasma	768	genus	0	6	0	0.0
Anaplasma centrale	769	species	0	2	0	0.0
Anaplasma marginale	770	species	0	5	0	0.0
Bartonellaceae	772	family	0	16	0	0.0
Bartonella	773	genus	0	119	37	0.0
Bartonella bacilliformis	774	species	2855065	115	0	0.0
Rickettsiaceae	775	family	0	17	0	0.0
Coxiella	776	genus	0	16	0	0.0
Coxiella burnetii	777	species	24341490	300	113	0.0
Ehrlichia ruminantium	779	species	10543737	107	53	0.0
Rickettsia	780	genus	0	212	102	0.0
Rickettsia conorii	781	species	0	7	0	0.0
Rickettsia prowazekii	782	species	1111769	49	19	0.0
Rickettsia rickettsii	783	species	20458666	33	6	0.0
Orientia tsutsugamushi	784	species	26264266	280	73	0.0
Rickettsia typhi	785	species	1111939	71	0	0.0
Rickettsia australis	787	species	0	1	0	0.0
Rickettsia canadensis	788	species	0	1	0	0.0
Symbiopectobacterium	801	genus	0	2	0	0.0
Bartonella quintana	803	species	3161657	119	13	0.0
Bartonella elizabethae	807	species	2018538	79	24	0.0
Chlamydiaceae	809	family	0	7	0	0.0
Chlamydia	810	genus	0	15	2	0.0
Chlamydia trachomatis	813	species	68959800	75	28	0.0
Bacteroidaceae	815	family	0	48	0	0.0
Bacteroides	816	genus	0	662	113	0.0
Bacteroides fragilis	817	species	169603715	3391	659	0
Bacteroides thetaiotaomicron	818	species	121953794	2279	693	4.35713e-06
Bacteroides uniformis	820	species	39243592	1823	307	2.03289e-05
Phocaeicola vulgatus	821	species	56720015	1899	251	6.29077e-06
Parabacteroides distasonis	823	species	124756214	2209	400	0
Campylobacter gracilis	824	species	4563382	335	221	0.0
Sebaldella termitidis	826	species	0	4	0	0.0
Campylobacter ureolyticus	827	species	1820334	105	39	0.0
Butyrivibrio fibrisolvens	831	species	9387417	536	371	0.000117302
Fibrobacter succinogenes	833	species	0	20	0	0.0
Porphyromonas	836	genus	0	21	0	0.0
Porphyromonas gingivalis	837	species	65114455	718	324	0.0
Prevotella	838	genus	0	106	7	0.0
Xylanibacter ruminicola	839	species	3439340	783	440	0.000302326
Roseburia	841	genus	0	12	0	0.0
Wolinella	843	genus	0	1	0	0.0
Wolinella succinogenes	844	species	2150449	118	0	0.0
Oxalobacter	846	genus	0	29	0	0.0
Oxalobacter formigenes	847	species	12309810	1161	80	0.0
Fusobacterium	848	genus	0	111	41	0.0
Fusobacterium gonidiaformans	849	species	0	1	0	0.0
Fusobacterium nucleatum	851	species	98152111	1509	252	0.0
Faecalibacterium prausnitzii	853	species	49622956	5926	785	0
Fusobacterium varium	856	species	10724980	539	145	0.0
Fusobacterium necrophorum	859	species	2172570	101	59	0.0
Fusobacterium periodonticum	860	species	2541084	134	14	0.0
Fusobacterium ulcerans	861	species	10869605	571	121	0.0
Syntrophomonas wolfei	863	species	0	6	0	0.0
Pectinatus frisingensis	865	species	2881049	133	93	0.0
Cardiobacteriaceae	868	family	0	28	0	0.0
Dichelobacter nodosus	870	species	0	4	0	0.0
Desulfovibrio	872	genus	0	89	0	0.0
Desulfocurvibacter africanus	873	species	0	46	0	0.0
Desulfovibrio desulfuricans	876	species	13538715	1735	752	0.0
Maridesulfovibrio salexigens	880	species	0	3	0	0.0
Nitratidesulfovibrio vulgaris	881	species	3896149	866	55	0.0
Nitratidesulfovibrio vulgaris str. Hildenborough	882	strain	3773159	727	18	0.0
Desulfuromonas	890	genus	0	113	0	0.0
Desulfobulbus	893	genus	0	29	0	0.0
Desulfobulbus propionicus	894	species	0	49	0	0.0
Desulfococcus	896	genus	0	10	0	0.0
Desulfococcus multivorans	897	species	8911375	1431	0	0.0
Desulfomicrobium	898	genus	0	39	0	0.0
Desulfomicrobium baculatum	899	species	0	45	0	0.0
Desulfovibrio piger	901	species	5889339	1575	751	0.0
Acidaminococcus	904	genus	0	6	0	0.0
Acidaminococcus fermentans	905	species	0	15	0	0.0
Megasphaera	906	genus	0	38	0	0.0
Megasphaera elsdenii	907	species	4953520	650	228	0.0
Nitrobacter	911	genus	0	136	0	0.0
Nitrobacter hamburgensis	912	species	0	286	0	0.0
Nitrobacter winogradskyi	913	species	0	167	0	0.0
Nitrosomonas	914	genus	0	103	0	0.0
Nitrosomonas europaea	915	species	2948575	359	98	0.0
Nitrosomonas eutropha	916	species	0	4	0	0.0
Thiobacillus	919	genus	0	320	0	0.0
Acidithiobacillus ferrooxidans	920	species	9762390	962	1	0.0
Ancylobacter novellus	921	species	0	396	0	0.0
Thiobacillus sp.	924	species	3548924	2649	1518	0.0
Thiomonas intermedia	926	species	3343428	2608	1584	0.0
Halothiobacillus neapolitanus	927	species	0	13	0	0.0
Acidithiobacillus thiooxidans	930	species	0	14	0	0.0
Thiomicrospira	933	genus	0	5	0	0.0
Hydrogenobacter	939	genus	0	2	0	0.0
Hydrogenobacter thermophilus	940	species	1794458	41	24	0.0
Anaplasmataceae	942	family	0	39	0	0.0
Ehrlichia	943	genus	0	8	0	0.0
Ehrlichia canis	944	species	5251017	192	0	0.0
Ehrlichia chaffeensis	945	species	0	46	16	0.0
Anaplasma phagocytophilum	948	species	1449336	33	23	0.0
Neorickettsia risticii	950	species	0	1	0	0.0
Neorickettsia sennetsu	951	species	0	2	0	0.0
Wolbachia	953	genus	0	363	260	0.0
Francisella persica	954	species	0	4	0	0.0
Wolbachia pipientis	955	species	26899620	49121	37389	0.0
Bdellovibrio	958	genus	0	207	54	0.0
Bdellovibrio bacteriovorus	959	species	48720389	4725	1265	0.0
Bacteriovorax stolpii	960	species	7691180	1425	806	0.0
Herbaspirillum	963	genus	0	1500	42	0.0
Herbaspirillum seropedicae	964	species	16321366	8711	592	0.0
Selenomonas	970	genus	0	43	0	0.0
Selenomonas ruminantium	971	species	0	6	0	0.0
Halanaerobiaceae	972	family	0	10	0	0.0
Bacteroidota	976	phylum	0	250	1	0.0
Cytophaga	978	genus	0	12	0	0.0
Cellulophaga lytica	979	species	15441073	2324	421	0.0
Pedobacter heparinus	984	species	0	22	0	0.0
Cytophaga hutchinsonii	985	species	0	37	0	0.0
Flavobacterium johnsoniae	986	species	5324536	1972	1017	0.0
Solitalea canadensis	995	species	0	68	0	0.0
