name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Ralstonia solanacearum	305	species	149303865	20437	2566	0.0
Stutzerimonas stutzeri	316	species	134234018	20005	4819	0.0
Pseudomonas syringae	317	species	78178356	5269	773	1.04604e-05
Pseudomonas savastanoi pv. phaseolicola	319	leaf	6085631	84	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	36483072	1150	212	5.3158e-05
Pseudomonas amygdali pv. tabaci	322	leaf	6299574	139	24	0.0
Pseudomonas syringae pv. tomato	323	leaf	25656674	654	13	0
Ralstonia pickettii	329	species	10187675	4600	1012	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	13616270	208	0	0.0
Burkholderia glumae	337	species	346659127	14478	3646	0.0
Xanthomonas	338	genus	0	30137	10230	0.0
Xanthomonas campestris	339	species	76348720	12585	3430	0.0
Xanthomonas campestris pv. campestris	340	leaf	548143478	1760	141	0.0
Xanthomonas translucens	343	species	37134451	10970	1864	0.0
Xanthomonas citri	346	species	31534264	5294	833	0.0
Xanthomonas oryzae	347	species	138705971	5740	2359	0.0
Azotobacter	352	genus	0	449	0	0.0
Azotobacter chroococcum	353	species	10098779	5016	383	0.0
Azotobacter vinelandii	354	species	5617899	2644	126	0.0
Hyphomicrobiales	356	order	0	11892	118	0.0
Agrobacterium	357	genus	0	1429	33	0.0
Agrobacterium tumefaciens	358	species	328402725	14469	2732	0.0
Rhizobium rhizogenes	359	species	25817365	4321	255	0.0
Agrobacterium radiobacter	362	species	5921389	776	35	0.0
Agrobacterium vitis	373	species	59045005	6035	1330	0.0
Bradyrhizobium	374	genus	0	29131	10230	0.0
Bradyrhizobium japonicum	375	species	158880876	10237	1467	0.0
Bradyrhizobium sp.	376	species	7547693	1448	457	0.0
Rhizobium	379	genus	0	8912	2170	0.0
Sinorhizobium fredii	380	species	13531397	3884	318	0.0
Mesorhizobium loti	381	species	6870350	1527	120	0.0
Sinorhizobium meliloti	382	species	179769211	6551	1174	0.0
Rhizobium leguminosarum	384	species	95651800	9426	1706	0.0
Rhizobium leguminosarum bv. trifolii	386	leaf	37653028	3394	510	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1800	326	0.0
Sinorhizobium fredii NGR234	394	strain	6891900	1429	621	0.0
Rhizobium phaseoli	396	species	94701776	4788	966	0.0
Rhizobium tropici	398	species	0	50	0	0.0
Neorhizobium galegae	399	species	6049186	2113	734	0.000135167
Methylococcaceae	403	family	0	492	2	0.0
Methylobacillus	404	genus	0	10	0	0.0
Methylobacillus flagellatus	405	species	0	43	0	0.0
Methylobacterium	407	genus	0	4341	406	0.0
Methylorubrum extorquens	408	species	28813053	10677	1748	2.836e-05
Methylobacterium organophilum	410	species	5319780	2961	1418	0.0
Methylococcus	413	genus	0	361	0	0.0
Methylococcus capsulatus	414	species	20013869	5964	821	0.0
Methylomonas	416	genus	0	225	6	0.0
Methylomonas methanica	421	species	0	11	0	0.0
Methylosinus	425	genus	0	195	0	0.0
Methylosinus trichosporium	426	species	0	303	0	0.0
Methylosinus sporium	428	species	4852742	2108	860	0.0
Methylobacter	429	genus	0	8	0	0.0
Acetobacteraceae	433	family	0	862	7	0.0
Acetobacter	434	genus	0	104	5	0.0
Acetobacter aceti	435	species	7692929	845	403	0.0
Novacetimonas hansenii	436	species	10583023	1502	333	0.0
Acetobacter pasteurianus	438	species	9137710	394	99	0.0
Gluconobacter	441	genus	0	63	0	0.0
Gluconobacter oxydans	442	species	2990259	506	81	0.0
Legionellaceae	444	family	0	16	0	0.0
Legionella	445	genus	0	61	8	0.0
Legionella pneumophila	446	species	369470196	388	195	0.0
Legionella hackeliae	449	species	3570857	61	46	0.0
Legionella longbeachae	450	species	25231216	118	58	0.0
Legionella micdadei	451	species	9836958	223	33	0.0
Legionella spiritensis	452	species	6755735	205	28	0.0
Legionella israelensis	454	species	9344693	174	62	0.0
Legionella jordanis	456	species	3133723	59	38	0.0
Moraxellaceae	468	family	0	115	0	0.0
Acinetobacter	469	genus	0	354	102	0.0
Acinetobacter baumannii	470	species	3054149000	949	179	0.0
Acinetobacter calcoaceticus	471	species	23786304	224	62	0.0
Moraxella	475	genus	0	37	1	0.0
Moraxella bovis	476	species	97686759	208	86	0.0
Moraxella nonliquefaciens	478	species	4667090	143	0	0.0
Moraxella catarrhalis	480	species	23037162	139	21	0.0
Neisseriaceae	481	family	0	377	1	0.0
Neisseria	482	genus	0	527	34	0.0
Neisseria cinerea	483	species	3665805	193	49	0.0
Neisseria flavescens	484	species	2231882	98	14	0.0
Neisseria gonorrhoeae	485	species	436326338	473	109	0.0
Neisseria lactamica	486	species	6545836	471	56	0.0
Neisseria meningitidis	487	species	226087510	940	202	0.0
Neisseria mucosa	488	species	5008700	318	75	0.0
Neisseria sicca	490	species	5430826	407	92	0.0
Neisseria animalis	492	species	4477875	372	8	0.0
Neisseria canis	493	species	2569389	210	93	0.0
Bergeriella denitrificans	494	species	2473929	415	197	0.0
Neisseria elongata	495	species	4931910	632	217	0.0
Neisseria macacae	496	species	0	16	0	0.0
Psychrobacter	497	genus	0	40	7	0.0
Thermomicrobium	499	genus	0	3	0	0.0
Thermomicrobium roseum	500	species	0	22	0	0.0
Kingella denitrificans	502	species	2220058	292	144	0.0
Kingella kingae	504	species	12245024	517	62	0.0
Kingella oralis	505	species	2420532	343	195	0.0
Alcaligenaceae	506	family	0	1235	0	0.0
Alcaligenes	507	genus	0	333	28	0.0
Alcaligenes faecalis	511	species	66752829	3085	489	0.0
Bordetella	517	genus	0	1810	2	0.0
Bordetella bronchiseptica	518	species	114376439	10353	716	0.0
Bordetella parapertussis	519	species	429659480	2655	90	0.0
Bordetella pertussis	520	species	2729916552	795	61	0.0
Bordetella avium	521	species	26291993	2175	1010	0.0
Acidiphilium	522	genus	0	169	0	0.0
Acidiphilium cryptum	524	species	0	125	0	0.0
Ochrobactrum	528	genus	0	8	0	0.0
Brucella anthropi	529	species	35076955	2689	198	0.0
Beijerinckia	532	genus	0	25	0	0.0
Beijerinckia indica	533	species	0	37	0	0.0
Chromobacterium	535	genus	0	1484	26	0.0
Chromobacterium violaceum	536	species	18802982	10544	693	0.0
Iodobacter fluviatilis	537	species	4588033	218	120	0.0
Eikenella	538	genus	0	65	0	0.0
Eikenella corrodens	539	species	6843626	1152	333	0.0
Zymomonas	541	genus	0	86	0	0.0
Zymomonas mobilis	542	species	8769269	555	302	0.0
Enterobacteriaceae	543	family	0	1600	35	0.0
Citrobacter	544	genus	0	1400	432	0.0
Citrobacter koseri	545	species	136415715	1207	215	0.0
Citrobacter freundii	546	species	959120807	2210	283	0.0
Enterobacter	547	genus	0	2347	695	0.0
Klebsiella aerogenes	548	species	383810620	2614	603	0.0
Pantoea agglomerans	549	species	200225949	3454	788	4.08613e-06
Enterobacter cloacae	550	species	165709943	1681	442	0.0
Erwinia	551	genus	0	459	144	0.0
Erwinia amylovora	552	species	103291094	524	223	0.0
Pantoea ananatis	553	species	69434643	1348	218	0.0
Pectobacterium carotovorum	554	species	53470567	741	83	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	14652671	177	29	0.0
Dickeya chrysanthemi	556	species	4751996	397	101	0.0
Escherichia	561	genus	0	114	8	0.0
Escherichia coli	562	species	16936115536	4433	1020	0.0
Shimwellia blattae	563	species	8307006	501	1	0.0
Escherichia fergusonii	564	species	324088258	483	93	0.0
Atlantibacter hermannii	565	species	22481761	1354	127	0.0
Pseudescherichia vulneris	566	species	4653761	392	179	0.0
Hafnia	568	genus	0	29	0	0.0
Hafnia alvei	569	species	37963452	499	120	0.0
Klebsiella	570	genus	0	1876	388	0.0
Klebsiella oxytoca	571	species	300921893	1717	544	0.0
Klebsiella pneumoniae	573	species	12975475856	8318	1597	0.0
Raoultella planticola	575	species	124126400	1438	102	0.0
Raoultella terrigena	577	species	28895571	1954	170	0.0
Kluyvera	579	genus	0	31	0	0.0
Kluyvera cryocrescens	580	species	4849988	262	123	0.0
Morganella	581	genus	0	43	0	0.0
Morganella morganii	582	species	271183096	1601	599	0.0
Proteus	583	genus	0	40	10	0.0
Proteus mirabilis	584	species	646853211	427	155	0.0
Proteus vulgaris	585	species	42626441	352	79	0.0
Providencia	586	genus	0	240	94	0.0
Providencia rettgeri	587	species	188189362	491	122	0.0
Providencia stuartii	588	species	113871496	257	61	0.0
Salmonella	590	genus	0	79	18	0.0
Salmonella enterica subsp. enterica serovar Gallinarum	594	leaf	18963264	1	1	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	288178260	6	3	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	87073611	19	0	0.0
Salmonella enterica subsp. enterica serovar Rubislaw	598	leaf	5027145	12	1	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	48448653	22	2	0.0
Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum	604	leaf	4883354	2	1	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	3	1	0.0
Salmonella enterica subsp. enterica serovar Abortusequi	607	leaf	9666154	5	1	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	167230081	8	0	0.0
Serratia	613	genus	0	4287	1230	0.0
Serratia liquefaciens	614	species	32864515	1632	103	0.0
Serratia marcescens	615	species	719373253	9766	1306	0.0
Serratia odorifera	618	species	5272556	534	294	0.0
Shigella	620	genus	0	23	0	0.0
Shigella boydii	621	species	67333287	111	15	0.0
Shigella dysenteriae	622	species	135409920	157	15	0.0
Shigella flexneri	623	species	409981008	287	19	0.0
Shigella sonnei	624	species	235424841	55	6	0.0
Xenorhabdus	626	genus	0	12	0	0.0
Xenorhabdus nematophila	628	species	8564534	185	8	0.0
Yersinia	629	genus	0	129	8	0.0
Yersinia enterocolitica	630	species	122743732	441	159	0.0
Yersinia intermedia	631	species	48884760	560	56	0.0
Yersinia pestis	632	species	515186184	204	4	0.0
Yersinia pseudotuberculosis	633	species	139453955	375	29	0.0
Yersinia bercovieri	634	species	4401131	120	48	0.0
Edwardsiella	635	genus	0	315	6	0.0
Edwardsiella tarda	636	species	151956899	1167	430	0.0
Arsenophonus	637	genus	0	8	0	0.0
Arsenophonus nasoniae	638	species	27496093	176	35	0.0
Vibrionaceae	641	family	0	185	0	0.0
Aeromonas	642	genus	0	4410	1484	0.0
Aeromonas hydrophila	644	species	270088530	6681	1008	0.0
Aeromonas salmonicida	645	species	101881512	2236	572	0.0
Aeromonas caviae	648	species	251072923	3700	505	0.0
Aeromonas jandaei	650	species	27278201	1855	276	0.0
Aeromonas media	651	species	95147978	4737	587	0.0
Aeromonas schubertii	652	species	8750747	1327	253	0.0
Aeromonas veronii	654	species	259056543	6592	1456	0.0
Aeromonas allosaccharophila	656	species	20086692	1259	220	0.0
Photobacterium	657	genus	0	56	0	0.0
Photobacterium phosphoreum	659	species	4663684	76	41	0.0
Vibrio	662	genus	0	460	84	0.0
Vibrio alginolyticus	663	species	246300254	390	81	0.0
Vibrio cholerae	666	species	468230071	755	169	0.0
Aliivibrio fischeri	668	species	0	8	0	0.0
Vibrio harveyi	669	species	167770124	466	112	0.0
Vibrio parahaemolyticus	670	species	623601655	943	286	0.0
Vibrio vulnificus	672	species	129925627	852	228	0.0
Grimontia hollisae	673	species	16426895	565	82	0.0
Vibrio mimicus	674	species	22251138	401	59	0.0
Vibrio cincinnatiensis	675	species	15191860	164	38	0.0
Vibrio fluvialis	676	species	82263780	1238	308	0.0
Vibrio campbellii	680	species	121100462	583	121	0.0
Vibrio diazotrophicus	685	species	4820957	82	45	0.0
Vibrio gazogenes	687	species	18923951	335	55	0.0
Aliivibrio logei	688	species	4573618	71	35	0.0
Vibrio mediterranei	689	species	11788203	144	23	0.0
Vibrio natriegens	691	species	42432052	259	66	0.0
Plesiomonas	702	genus	0	2	0	0.0
Plesiomonas shigelloides	703	species	18777990	900	202	0.0
Pasteurellaceae	712	family	0	60	0	0.0
Actinobacillus	713	genus	0	14	1	0.0
Aggregatibacter actinomycetemcomitans	714	species	45941915	384	88	0.0
Actinobacillus pleuropneumoniae	715	species	74202166	170	38	0.0
Actinobacillus suis	716	species	5053375	42	0	0.0
Actinobacillus equuli	718	species	2451991	79	21	0.0
Actinobacillus lignieresii	720	species	2377048	32	5	0.0
Haemophilus	724	genus	0	21	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	5958510	12	0	0.0
Haemophilus haemolyticus	726	species	9541904	140	28	0.0
Haemophilus influenzae	727	species	182408424	333	85	0.0
Avibacterium paragallinarum	728	species	54606224	344	87	0.0
Haemophilus parainfluenzae	729	species	35018880	461	115	0.0
[Haemophilus] ducreyi	730	species	21839200	168	41	0.0
Histophilus somni	731	species	65891970	129	69	0.0
Aggregatibacter aphrophilus	732	species	4705336	92	25	0.0
Haemophilus parahaemolyticus	735	species	4185325	86	0	0.0
Glaesserella parasuis	738	species	54122026	278	75	0.0
Aggregatibacter segnis	739	species	2062506	51	16	0.0
Pasteurella	745	genus	0	1	0	0.0
Pasteurella multocida	747	species	389809233	351	100	0.0
Gallibacterium anatis	750	species	20804414	237	43	0.0
Pasteurella canis	753	species	11275507	120	8	0.0
Pasteurella dagmatis	754	species	2287213	36	22	0.0
Avibacterium volantium	762	species	2230476	43	19	0.0
Rickettsiales	766	order	0	29	0	0.0
Anaplasma	768	genus	0	3	0	0.0
Anaplasma centrale	769	species	0	1	0	0.0
Anaplasma marginale	770	species	0	1	0	0.0
Bartonellaceae	772	family	0	9	0	0.0
Bartonella	773	genus	0	58	6	0.0
Bartonella bacilliformis	774	species	2855065	52	0	0.0
Rickettsiaceae	775	family	0	14	0	0.0
Coxiella	776	genus	0	6	0	0.0
Coxiella burnetii	777	species	24341490	211	58	0.0
Ehrlichia ruminantium	779	species	10543737	39	9	0.0
Rickettsia	780	genus	0	92	19	0.0
Rickettsia conorii	781	species	0	8	1	0.0
Rickettsia prowazekii	782	species	1111769	16	8	0.0
Rickettsia rickettsii	783	species	20458666	5	0	0.0
Orientia tsutsugamushi	784	species	26264266	96	36	0.0
Rickettsia typhi	785	species	1111939	10	0	0.0
Symbiopectobacterium	801	genus	0	2	0	0.0
Bartonella quintana	803	species	3161657	57	2	0.0
Bartonella elizabethae	807	species	2018538	29	11	0.0
Chlamydia	810	genus	0	9	2	0.0
Chlamydia trachomatis	813	species	68959800	41	8	0.0
Bacteroidaceae	815	family	0	20	0	0.0
Bacteroides	816	genus	0	339	47	0.0
Bacteroides fragilis	817	species	169603715	1493	285	0.0
Bacteroides thetaiotaomicron	818	species	121953794	1093	321	0.0
Bacteroides uniformis	820	species	39243592	915	158	0.0
Phocaeicola vulgatus	821	species	56720015	844	90	0.0
Parabacteroides distasonis	823	species	124756214	1004	165	0.0
Campylobacter gracilis	824	species	4563382	216	133	0.0
Campylobacter ureolyticus	827	species	1820334	26	14	0.0
Butyrivibrio fibrisolvens	831	species	9387417	125	78	0.0
Fibrobacter	832	genus	0	4	0	0.0
Fibrobacter succinogenes	833	species	0	17	0	0.0
Porphyromonas	836	genus	0	15	0	0.0
Porphyromonas gingivalis	837	species	65114455	355	163	0.0
Prevotella	838	genus	0	55	1	0.0
Xylanibacter ruminicola	839	species	3439340	206	105	0.0
Roseburia	841	genus	0	9	0	0.0
Wolinella	843	genus	0	8	0	0.0
Wolinella succinogenes	844	species	2150449	45	0	0.0
Oxalobacter	846	genus	0	13	0	0.0
Oxalobacter formigenes	847	species	12309810	943	63	0.0
Fusobacterium	848	genus	0	33	12	0.0
Fusobacterium nucleatum	851	species	98152111	382	66	0.0
Faecalibacterium prausnitzii	853	species	49622956	3811	508	0.0
Fusobacterium varium	856	species	10724980	142	39	0.0
Fusobacterium necrophorum	859	species	2172570	28	12	0.0
Fusobacterium periodonticum	860	species	2541084	38	5	0.0
Fusobacterium ulcerans	861	species	10869605	121	27	0.0
Syntrophomonas	862	genus	0	3	0	0.0
Syntrophomonas wolfei	863	species	0	1	0	0.0
Pectinatus frisingensis	865	species	2881049	52	35	0.0
Cardiobacteriaceae	868	family	0	26	0	0.0
Dichelobacter	869	genus	0	2	0	0.0
Dichelobacter nodosus	870	species	0	1	0	0.0
Desulfovibrio	872	genus	0	89	0	0.0
Desulfocurvibacter africanus	873	species	0	45	0	0.0
Desulfovibrio desulfuricans	876	species	13538715	1237	527	0.0
Maridesulfovibrio salexigens	880	species	0	1	0	0.0
Nitratidesulfovibrio vulgaris	881	species	3896149	726	50	0.0
Nitratidesulfovibrio vulgaris str. Hildenborough	882	strain	3773159	613	9	0.0
Desulfuromonas	890	genus	0	117	0	0.0
Desulfobulbus	893	genus	0	15	0	0.0
Desulfobulbus propionicus	894	species	0	39	0	0.0
Desulfococcus	896	genus	0	11	0	0.0
Desulfococcus multivorans	897	species	8911375	1022	0	0.0
Desulfomicrobium	898	genus	0	38	0	0.0
Desulfomicrobium baculatum	899	species	0	32	0	0.0
Desulfovibrio piger	901	species	5889339	1163	503	0.0
Acidaminococcus	904	genus	0	4	0	0.0
Acidaminococcus fermentans	905	species	0	11	0	0.0
Megasphaera	906	genus	0	11	0	0.0
Megasphaera elsdenii	907	species	4953520	447	137	0.0
Nitrobacter	911	genus	0	124	0	0.0
Nitrobacter hamburgensis	912	species	0	197	0	0.0
Nitrobacter winogradskyi	913	species	0	111	0	0.0
Nitrosomonas	914	genus	0	67	5	0.0
Nitrosomonas europaea	915	species	2948575	301	85	0.0
Nitrosomonas eutropha	916	species	0	3	0	0.0
Thiobacillus	919	genus	0	332	0	0.0
Acidithiobacillus ferrooxidans	920	species	9762390	793	0	0.0
Ancylobacter novellus	921	species	0	279	0	0.0
Thiobacillus sp.	924	species	3548924	2701	1612	0.0
Thiomonas intermedia	926	species	3343428	2785	1690	0.0
Halothiobacillus neapolitanus	927	species	0	20	0	0.0
Acidithiobacillus thiooxidans	930	species	0	7	0	0.0
Thiomicrospira	933	genus	0	5	0	0.0
Hydrogenobacter	939	genus	0	1	0	0.0
Hydrogenobacter thermophilus	940	species	1794458	13	7	0.0
Anaplasmataceae	942	family	0	8	0	0.0
Ehrlichia	943	genus	0	1	0	0.0
Ehrlichia canis	944	species	5251017	48	3	0.0
Ehrlichia chaffeensis	945	species	0	12	6	0.0
Anaplasma phagocytophilum	948	species	1449336	12	5	0.0
Wolbachia	953	genus	0	105	73	0.0
Francisella persica	954	species	0	2	0	0.0
Wolbachia pipientis	955	species	26899620	3799	547	0.0
Bdellovibrio	958	genus	0	65	11	0.0
Bdellovibrio bacteriovorus	959	species	48720389	3258	1693	0.0
Bacteriovorax stolpii	960	species	7691180	253	145	0.000106244
Herbaspirillum	963	genus	0	1609	64	0.0
Herbaspirillum seropedicae	964	species	16321366	8996	612	0.0
Selenomonas	970	genus	0	30	0	0.0
Selenomonas ruminantium	971	species	0	8	0	0.0
Halanaerobiaceae	972	family	0	4	0	0.0
Bacteroidota	976	phylum	0	158	0	0.0
Cytophaga	978	genus	0	4	0	0.0
Cellulophaga lytica	979	species	15441073	603	106	0.0
Pedobacter heparinus	984	species	0	12	0	0.0
Cytophaga hutchinsonii	985	species	0	12	0	0.0
Flavobacterium johnsoniae	986	species	5324536	463	236	0.0
Solitalea canadensis	995	species	0	34	0	0.0
Flavobacterium columnare	996	species	93703536	358	174	0.0
Bernardetia litoralis	999	species	0	3	0	0.0
Chitinophaga sancti	1004	species	25234441	4280	1900	0.0
Marivirga tractuosa	1006	species	9322181	524	296	0.0
Saprospira	1007	genus	0	3	0	0.0
Saprospira grandis	1008	species	4303711	208	51	0.0
Sphingobacterium mizutaii	1010	species	4653048	364	203	0.0
Weeksella	1013	genus	0	3	0	0.0
Weeksella virosa	1014	species	2287133	122	62	0.0
Capnocytophaga	1016	genus	0	44	3	0.0
Capnocytophaga gingivalis	1017	species	2838633	76	57	0.0
Capnocytophaga ochracea	1018	species	13588098	446	67	0.0
