name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azospirillum	191	genus	0	4219	583	0.0
Azospirillum brasilense	192	species	42849090	20122	2486	0.0
Azospirillum lipoferum	193	species	0	179	0	0.0
Campylobacter	194	genus	0	104	37	0.0
Campylobacter coli	195	species	144738142	913	277	0.0
Campylobacter fetus	196	species	13696549	163	59	0.0
Campylobacter jejuni	197	species	658379475	1009	227	0.0
Campylobacter hyointestinalis	198	species	1753385	87	7	0.0
Campylobacter concisus	199	species	29170988	949	220	0.0
Campylobacter curvus	200	species	5921091	282	0	0.0
Campylobacter lari	201	species	42548854	976	227	0.0
Campylobacter mucosalis	202	species	1773478	69	17	0.0
Campylobacter rectus	203	species	5143480	289	0	0.0
Campylobacter showae	204	species	4258467	263	133	0.0
Campylobacter sputorum	206	species	0	8	0	0.0
Helicobacter	209	genus	0	31	1	0.0
Helicobacter pylori	210	species	488641313	1822	749	0.0
Helicobacter cinaedi	213	species	19421675	490	109	0.0
Helicobacter mustelae	217	species	1576607	71	0	0.0
Achromobacter	222	genus	0	5096	409	0.0
Alteromonas	226	genus	0	75	5	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	199	88	0.0
Brucella	234	genus	0	1590	622	0.0
Brucella abortus	235	species	229795308	82	10	0.0
Flavobacterium	237	genus	0	10329	6796	0.0
Elizabethkingia meningoseptica	238	species	27451532	5355	424	0.0
Flavobacterium sp.	239	species	2753136	17803	13187	3.52531e-05
Chryseobacterium balustinum	246	species	4974086	1301	618	0.0
Empedobacter brevis	247	species	7431270	2404	361	0.0
Chryseobacterium gleum	250	species	5606922	1079	539	0.0
Chryseobacterium indologenes	253	species	55311915	7784	1590	0.0
Chryseobacterium indoltheticum	254	species	12892241	3978	1557	7.48907e-06
Myroides odoratus	256	species	12653952	5598	1965	3.79304e-06
Sphingobacterium spiritivorum	258	species	20685717	4258	1299	0.0
Sphingobacterium thalpophilum	259	species	23274145	3791	829	0.0
Francisella	262	genus	0	61	3	0.0
Francisella tularensis	263	species	28312821	225	81	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	88	10	0.0
Paracoccus	265	genus	0	2410	102	0.0
Paracoccus denitrificans	266	species	20794901	7767	372	0.0
Thermus	270	genus	0	203	54	0.0
Thermus aquaticus	271	species	0	10	0	0.0
Thermus thermophilus	274	species	60521242	1982	499	0.0
Meiothermus ruber	277	species	0	31	0	0.0
Xanthobacter	279	genus	0	147	0	0.0
Comamonas	283	genus	0	2376	221	0.0
Comamonas testosteroni	285	species	41357446	12924	2735	0
Pseudomonas	286	genus	0	47131	16145	0.0
Pseudomonas aeruginosa	287	species	6124531475	27285	5294	5.49318e-08
Pseudoalteromonas atlantica	288	species	3669595	130	18	0.0
[Pseudomonas] carboxydohydrogena	290	species	3271440	2069	1052	0.0
Burkholderia cepacia	292	species	159454479	22746	4538	0.0
Brevundimonas diminuta	293	species	17453973	15950	3404	0.0
Pseudomonas fluorescens	294	species	135120295	11934	2853	0
Pseudomonas fragi	296	species	30797803	4051	504	0.000187947
Hydrogenophilus thermoluteolus	297	species	2288780	684	406	0.0
Pseudomonas marginalis	298	species	28115681	3349	629	0.0
Ectopseudomonas mendocina	300	species	20627476	5670	1320	0.0
Ectopseudomonas oleovorans	301	species	9232695	2356	318	0
Pseudomonas putida	303	species	440790802	21869	4657	0
Ralstonia solanacearum	305	species	149303865	19516	2575	0.0
Stutzerimonas stutzeri	316	species	134234018	21399	5204	1.07284e-06
Pseudomonas syringae	317	species	78178356	5909	965	7.72135e-06
Pseudomonas savastanoi pv. phaseolicola	319	leaf	6085631	115	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	36483072	1283	258	3.97414e-06
Pseudomonas amygdali pv. tabaci	322	leaf	6299574	126	21	0.0
Pseudomonas syringae pv. tomato	323	leaf	25656674	853	7	0
Ralstonia pickettii	329	species	10187675	4659	1098	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	13616270	208	0	0.0
Burkholderia glumae	337	species	346659127	14641	3741	0.0
Xanthomonas	338	genus	0	21439	6904	0.0
Xanthomonas campestris	339	species	76348720	9942	2627	0.0
Xanthomonas campestris pv. campestris	340	leaf	548143478	1654	140	0.0
Xanthomonas translucens	343	species	37134451	7689	1392	0
Xanthomonas citri	346	species	31534264	4433	786	0.0
Xanthomonas oryzae	347	species	138705971	4942	1974	0.0
Azotobacter	352	genus	0	451	0	0.0
Azotobacter chroococcum	353	species	10098779	5349	449	0.0
Azotobacter vinelandii	354	species	5617899	2928	151	0.0
Hyphomicrobiales	356	order	0	13539	224	0.0
Agrobacterium	357	genus	0	1668	33	0.0
Agrobacterium tumefaciens	358	species	328402725	17029	3149	1.49039e-07
Rhizobium rhizogenes	359	species	25817365	5193	393	0.0
Agrobacterium radiobacter	362	species	5921389	890	34	0.0
Agrobacterium vitis	373	species	59045005	7244	1759	8.93962e-07
Bradyrhizobium	374	genus	0	35137	13764	0.0
Bradyrhizobium japonicum	375	species	158880876	13172	1965	3.05799e-07
Bradyrhizobium sp.	376	species	7547693	1764	539	0.0
Rhizobium	379	genus	0	10225	2771	0.0
Sinorhizobium fredii	380	species	13531397	4717	352	0.0
Mesorhizobium loti	381	species	6870350	1822	136	0.0
Sinorhizobium meliloti	382	species	179769211	7743	1413	0.0
Rhizobium leguminosarum	384	species	95651800	11713	2292	1.47511e-06
Rhizobium leguminosarum bv. trifolii	386	leaf	37653028	3888	595	0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	2150	436	0.0
Sinorhizobium fredii NGR234	394	strain	6891900	1870	851	0.0
Rhizobium phaseoli	396	species	94701776	5775	1177	0.0
Rhizobium tropici	398	species	0	72	0	0.0
Neorhizobium galegae	399	species	6049186	2611	949	0.0
Methylococcaceae	403	family	0	564	6	0.0
Methylobacillus	404	genus	0	11	0	0.0
Methylobacillus flagellatus	405	species	0	30	0	0.0
Methylobacterium	407	genus	0	5466	865	0.0
Methylorubrum extorquens	408	species	28813053	14761	2527	6.9917e-06
Methylobacterium organophilum	410	species	5319780	4483	2368	5.38237e-304
Methylococcus	413	genus	0	379	1	0.0
Methylococcus capsulatus	414	species	20013869	7031	941	0.0
Methylomonas	416	genus	0	273	13	0.0
Methylomonas methanica	421	species	0	17	0	0.0
Methylosinus	425	genus	0	223	0	0.0
Methylosinus trichosporium	426	species	0	409	1	0.0
Methylosinus sporium	428	species	4852742	2733	1171	0.0
Methylobacter	429	genus	0	21	0	0.0
Acetobacteraceae	433	family	0	1005	10	0.0
Acetobacter	434	genus	0	185	18	0.0
Acetobacter aceti	435	species	7692929	1205	585	0.0
Novacetimonas hansenii	436	species	10583023	1932	444	0.0
Acetobacter pasteurianus	438	species	9137710	564	160	0.0
Gluconobacter	441	genus	0	72	0	0.0
Gluconobacter oxydans	442	species	2990259	642	135	0.0
Legionellaceae	444	family	0	31	0	0.0
Legionella	445	genus	0	68	9	0.0
Legionella pneumophila	446	species	369470196	975	555	0.0
Legionella hackeliae	449	species	3570857	171	104	0.0
Legionella longbeachae	450	species	25231216	479	259	0.0
Legionella micdadei	451	species	9836958	444	78	0.0
Legionella spiritensis	452	species	6755735	435	66	0.0
Legionella israelensis	454	species	9344693	602	171	0.0
Legionella jordanis	456	species	3133723	177	122	0.0
Moraxellaceae	468	family	0	125	0	0.0
Acinetobacter	469	genus	0	745	278	0.0
Acinetobacter baumannii	470	species	3054149000	3164	753	3.18605e-08
Acinetobacter calcoaceticus	471	species	23786304	672	209	0.0
Moraxella	475	genus	0	102	9	0.0
Moraxella bovis	476	species	97686759	743	269	0.0
Moraxella nonliquefaciens	478	species	4667090	373	1	0.0
Moraxella catarrhalis	480	species	23037162	548	79	7.77386e-290
Neisseriaceae	481	family	0	430	2	0.0
Neisseria	482	genus	0	706	48	0.0
Neisseria cinerea	483	species	3665805	279	74	0.0
Neisseria flavescens	484	species	2231882	149	25	0.0
Neisseria gonorrhoeae	485	species	436326338	588	126	0.0
Neisseria lactamica	486	species	6545836	586	48	0.0
Neisseria meningitidis	487	species	226087510	1406	247	0.0
Neisseria mucosa	488	species	5008700	420	103	0.0
Neisseria sicca	490	species	5430826	561	148	0.0
Neisseria animalis	492	species	4477875	529	30	0.0
Neisseria canis	493	species	2569389	318	159	0.0
Bergeriella denitrificans	494	species	2473929	528	252	0.0
Neisseria elongata	495	species	4931910	848	279	0.0
Neisseria macacae	496	species	0	8	0	0.0
Psychrobacter	497	genus	0	121	43	0.0
Thermomicrobium	499	genus	0	4	0	0.0
Thermomicrobium roseum	500	species	0	20	0	0.0
Kingella denitrificans	502	species	2220058	422	218	0.0
Kingella kingae	504	species	12245024	1014	78	0.0
Kingella oralis	505	species	2420532	399	241	0.0
Alcaligenaceae	506	family	0	1306	0	0.0
Alcaligenes	507	genus	0	378	51	0.0
Alcaligenes faecalis	511	species	66752829	3697	656	0.0
Bordetella	517	genus	0	1716	1	0.0
Bordetella bronchiseptica	518	species	114376439	10100	712	0.0
Bordetella parapertussis	519	species	429659480	2539	115	0.0
Bordetella pertussis	520	species	2729916552	858	63	0.0
Bordetella avium	521	species	26291993	2465	1072	0.0
Acidiphilium	522	genus	0	218	0	0.0
Acidiphilium cryptum	524	species	0	188	0	0.0
Ochrobactrum	528	genus	0	18	0	0.0
Brucella anthropi	529	species	35076955	3478	273	0.0
Beijerinckia	532	genus	0	10	0	0.0
Beijerinckia indica	533	species	0	57	0	0.0
Chromobacterium	535	genus	0	1481	36	0.0
Chromobacterium violaceum	536	species	18802982	10879	841	0.0
Iodobacter fluviatilis	537	species	4588033	416	223	0.0
Eikenella	538	genus	0	70	0	0.0
Eikenella corrodens	539	species	6843626	1418	394	0.0
Zymomonas	541	genus	0	26	0	0.0
Zymomonas mobilis	542	species	8769269	532	273	5.4772e-06
Enterobacteriaceae	543	family	0	2010	82	0.0
Citrobacter	544	genus	0	1809	580	0.0
Citrobacter koseri	545	species	136415715	1750	283	0.0
Citrobacter freundii	546	species	959120807	3353	538	0
Enterobacter	547	genus	0	3015	881	0.0
Klebsiella aerogenes	548	species	383810620	3158	761	0.0
Pantoea agglomerans	549	species	200225949	4689	1141	4.39561e-06
Enterobacter cloacae	550	species	165709943	2267	623	0
Erwinia	551	genus	0	679	224	0.0
Erwinia amylovora	552	species	103291094	615	311	0.0
Pantoea ananatis	553	species	69434643	1845	314	0
Pectobacterium carotovorum	554	species	53470567	1195	129	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	14652671	252	37	0.0
Dickeya chrysanthemi	556	species	4751996	510	126	0.0
Escherichia	561	genus	0	196	20	0.0
Escherichia coli	562	species	16936115536	7994	1763	4.52526e-08
Shimwellia blattae	563	species	8307006	618	0	0.0
Escherichia fergusonii	564	species	324088258	909	171	0.0
Atlantibacter hermannii	565	species	22481761	2016	155	0.0
Pseudescherichia vulneris	566	species	4653761	460	233	0.0
Hafnia	568	genus	0	45	0	0.0
Hafnia alvei	569	species	37963452	978	295	0.0
Klebsiella	570	genus	0	2250	484	0.0
Klebsiella oxytoca	571	species	300921893	2291	715	0.0
Klebsiella pneumoniae	573	species	12975475856	14214	2921	3.69996e-09
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	11205731	6	0	0.0
Raoultella planticola	575	species	124126400	2009	159	0.0
Raoultella terrigena	577	species	28895571	2381	225	0.0
Kluyvera	579	genus	0	29	0	0.0
Kluyvera cryocrescens	580	species	4849988	360	190	0.0
Morganella	581	genus	0	74	0	0.0
Morganella morganii	582	species	271183096	2714	1062	0.0
Proteus	583	genus	0	151	52	0.0
Proteus mirabilis	584	species	646853211	1570	663	0.0
Proteus vulgaris	585	species	42626441	1363	312	0.0
Providencia	586	genus	0	627	309	0.0
Providencia rettgeri	587	species	188189362	1539	421	0.0
Providencia stuartii	588	species	113871496	856	138	0.0
Salmonella	590	genus	0	97	23	0.0
Salmonella enterica subsp. enterica serovar Gallinarum	594	leaf	18963264	13	3	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	288178260	10	3	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	87073611	65	1	0.0
Salmonella enterica subsp. enterica serovar Rubislaw	598	leaf	5027145	5	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	48448653	9	0	0.0
Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum	604	leaf	4883354	3	3	0.0
Salmonella enterica subsp. enterica serovar Abortusequi	607	leaf	9666154	8	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	167230081	10	3	0.0
Serratia	613	genus	0	4994	1434	0.0
Serratia liquefaciens	614	species	32864515	2135	155	1.91792e-06
Serratia marcescens	615	species	719373253	11732	1706	0
Serratia odorifera	618	species	5272556	680	341	0.0
Shigella	620	genus	0	34	0	0.0
Shigella boydii	621	species	67333287	192	22	0.0
Shigella dysenteriae	622	species	135409920	389	37	6.49222e-07
Shigella flexneri	623	species	409981008	550	26	2.28414e-07
Shigella sonnei	624	species	235424841	109	7	0
Xenorhabdus	626	genus	0	36	1	0.0
Xenorhabdus nematophila	628	species	8564534	360	0	0.0
Yersinia	629	genus	0	198	14	0.0
Yersinia enterocolitica	630	species	122743732	935	302	0.0
Yersinia intermedia	631	species	48884760	959	114	0.0
Yersinia pestis	632	species	515186184	412	31	0.0
Yersinia pseudotuberculosis	633	species	139453955	766	78	0.0
Yersinia bercovieri	634	species	4401131	191	100	0.0
Edwardsiella	635	genus	0	379	3	0.0
Edwardsiella tarda	636	species	151956899	1561	551	0.0
Arsenophonus	637	genus	0	43	1	0.0
Arsenophonus nasoniae	638	species	27496093	583	147	0.0
Vibrionaceae	641	family	0	276	0	0.0
Aeromonas	642	genus	0	4991	1751	0.0
Aeromonas hydrophila	644	species	270088530	7660	1207	0.0
Aeromonas salmonicida	645	species	101881512	2768	814	0.0
Aeromonas caviae	648	species	251072923	4494	677	0.0
Aeromonas jandaei	650	species	27278201	2195	332	0.0
Aeromonas media	651	species	95147978	5332	714	0.0
Aeromonas schubertii	652	species	8750747	1620	331	0.0
Aeromonas veronii	654	species	259056543	8186	1961	0
Aeromonas allosaccharophila	656	species	20086692	1405	264	0.0
Photobacterium	657	genus	0	73	1	0.0
Photobacterium phosphoreum	659	species	4663684	215	131	0.0
Vibrio	662	genus	0	824	187	0.0
Vibrio alginolyticus	663	species	246300254	878	193	0.0
Vibrio cholerae	666	species	468230071	1427	348	0.0
Aliivibrio fischeri	668	species	0	12	0	0.0
Vibrio harveyi	669	species	167770124	1109	279	0.0
Vibrio parahaemolyticus	670	species	623601655	1952	592	0.0
Vibrio vulnificus	672	species	129925627	1584	517	0.0
Grimontia hollisae	673	species	16426895	884	118	0.0
Vibrio mimicus	674	species	22251138	739	126	0.0
Vibrio cincinnatiensis	675	species	15191860	446	90	0.0
Vibrio fluvialis	676	species	82263780	1804	475	0.0
Vibrio campbellii	680	species	121100462	1285	276	0.0
Vibrio diazotrophicus	685	species	4820957	143	75	0.0
Vibrio cholerae O1 biovar El Tor	686	leaf	24467097	1	0	0.0
Vibrio gazogenes	687	species	18923951	608	84	0.0
Aliivibrio logei	688	species	4573618	185	113	0.0
Vibrio mediterranei	689	species	11788203	336	89	0.0
Vibrio natriegens	691	species	42432052	572	160	0.0
Plesiomonas	702	genus	0	5	0	0.0
Plesiomonas shigelloides	703	species	18777990	1292	329	0.0
Pasteurellaceae	712	family	0	109	2	0.0
Actinobacillus	713	genus	0	28	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	45941915	714	217	0.0
Actinobacillus pleuropneumoniae	715	species	74202166	470	79	0.0
Actinobacillus suis	716	species	5053375	165	4	0.0
Actinobacillus equuli	718	species	2451991	208	57	0.0
Actinobacillus lignieresii	720	species	2377048	114	24	0.0
Haemophilus	724	genus	0	41	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	5958510	62	3	0.0
Haemophilus haemolyticus	726	species	9541904	552	103	0.0
Haemophilus influenzae	727	species	182408424	1217	227	0.0
Avibacterium paragallinarum	728	species	54606224	915	221	0.0
Haemophilus parainfluenzae	729	species	35018880	1265	425	0.0
[Haemophilus] ducreyi	730	species	21839200	504	101	0.0
Histophilus somni	731	species	65891970	561	349	0.0
Aggregatibacter aphrophilus	732	species	4705336	319	88	0.0
Haemophilus parahaemolyticus	735	species	4185325	180	0	0.0
Glaesserella parasuis	738	species	54122026	690	210	0.0
Aggregatibacter segnis	739	species	2062506	107	36	0.0
Pasteurella	745	genus	0	25	0	0.0
Pasteurella multocida	747	species	389809233	986	329	0.0
Gallibacterium anatis	750	species	20804414	734	161	0.0
Pasteurella canis	753	species	11275507	573	28	0.0
Pasteurella dagmatis	754	species	2287213	141	91	0.0
Avibacterium volantium	762	species	2230476	134	66	0.0
Rickettsiales	766	order	0	71	0	0.0
Anaplasma	768	genus	0	7	0	0.0
Anaplasma centrale	769	species	0	1	0	0.0
Anaplasma marginale	770	species	0	4	0	0.0
Bartonellaceae	772	family	0	9	0	0.0
Bartonella	773	genus	0	126	24	0.0
Bartonella bacilliformis	774	species	2855065	137	0	0.0
Rickettsiaceae	775	family	0	18	0	0.0
Coxiella	776	genus	0	12	0	0.0
Coxiella burnetii	777	species	24341490	315	93	0.0
Ehrlichia ruminantium	779	species	10543737	116	51	0.0
Rickettsia	780	genus	0	225	76	0.0
Rickettsia conorii	781	species	0	18	0	0.0
Rickettsia prowazekii	782	species	1111769	58	28	0.0
Rickettsia rickettsii	783	species	20458666	11	2	0.0
Orientia tsutsugamushi	784	species	26264266	430	130	0.0
Rickettsia typhi	785	species	1111939	71	0	0.0
Rickettsia australis	787	species	0	3	0	0.0
Rickettsia canadensis	788	species	0	1	0	0.0
Symbiopectobacterium	801	genus	0	13	0	0.0
Bartonella quintana	803	species	3161657	127	14	0.0
Bartonella elizabethae	807	species	2018538	86	31	0.0
Chlamydiaceae	809	family	0	5	0	0.0
Chlamydia	810	genus	0	4	1	0.0
Chlamydia trachomatis	813	species	68959800	79	32	0.0
Bacteroidaceae	815	family	0	44	0	0.0
Bacteroides	816	genus	0	682	101	0.0
Bacteroides fragilis	817	species	169603715	3886	788	0
Bacteroides thetaiotaomicron	818	species	121953794	3018	820	7.99712e-07
Bacteroides uniformis	820	species	39243592	1945	312	2.79675e-06
Phocaeicola vulgatus	821	species	56720015	2463	281	3.50331e-06
Parabacteroides distasonis	823	species	124756214	2385	404	0.0
Campylobacter gracilis	824	species	4563382	380	216	0.0
Sebaldella termitidis	826	species	0	4	0	0.0
Campylobacter ureolyticus	827	species	1820334	111	58	0.0
Butyrivibrio	830	genus	0	4	0	0.0
Butyrivibrio fibrisolvens	831	species	9387417	311	236	5.14509e-06
Fibrobacter	832	genus	0	5	0	0.0
Fibrobacter succinogenes	833	species	0	25	0	0.0
Porphyromonas	836	genus	0	26	0	0.0
Porphyromonas gingivalis	837	species	65114455	856	349	0.0
Prevotella	838	genus	0	101	3	0.0
Xylanibacter ruminicola	839	species	3439340	417	240	0.0
Roseburia	841	genus	0	7	0	0.0
Wolinella	843	genus	0	7	0	0.0
Wolinella succinogenes	844	species	2150449	121	1	0.0
Oxalobacter	846	genus	0	23	0	0.0
Oxalobacter formigenes	847	species	12309810	1454	75	0.0
Fusobacterium	848	genus	0	179	79	0.0
Fusobacterium gonidiaformans	849	species	0	2	0	0.0
Fusobacterium mortiferum	850	species	0	8	0	0.0
Fusobacterium nucleatum	851	species	98152111	2241	368	0.0
Faecalibacterium prausnitzii	853	species	49622956	5568	744	9.68379e-07
Fusobacterium varium	856	species	10724980	798	200	0.0
Fusobacterium necrophorum	859	species	2172570	179	98	0.0
Fusobacterium periodonticum	860	species	2541084	185	43	0.0
Fusobacterium ulcerans	861	species	10869605	838	235	0.0
Syntrophomonas	862	genus	0	2	0	0.0
Syntrophomonas wolfei	863	species	0	1	0	0.0
Pectinatus	864	genus	0	3	0	0.0
Pectinatus frisingensis	865	species	2881049	166	116	0.0
Cardiobacteriaceae	868	family	0	17	0	0.0
Dichelobacter	869	genus	0	3	0	0.0
Desulfovibrio	872	genus	0	122	4	0.0
Desulfocurvibacter africanus	873	species	0	53	0	0.0
Desulfovibrio desulfuricans	876	species	13538715	1816	818	0.0
Maridesulfovibrio salexigens	880	species	0	6	0	0.0
Nitratidesulfovibrio vulgaris	881	species	3896149	872	66	0.0
Nitratidesulfovibrio vulgaris str. Hildenborough	882	strain	3773159	725	11	0.0
Desulfuromonas	890	genus	0	105	0	0.0
Desulfobulbus	893	genus	0	20	0	0.0
Desulfobulbus propionicus	894	species	0	42	0	0.0
Desulfococcus	896	genus	0	8	0	0.0
Desulfococcus multivorans	897	species	8911375	1442	0	0.0
Desulfomicrobium	898	genus	0	45	0	0.0
Desulfomicrobium baculatum	899	species	0	43	0	0.0
Desulfovibrio piger	901	species	5889339	1517	623	0.0
Acidaminococcus	904	genus	0	10	0	0.0
Acidaminococcus fermentans	905	species	0	19	0	0.0
Megasphaera	906	genus	0	34	0	0.0
Megasphaera elsdenii	907	species	4953520	654	192	0.0
Nitrobacter	911	genus	0	140	0	0.0
Nitrobacter hamburgensis	912	species	0	258	0	0.0
Nitrobacter winogradskyi	913	species	0	156	0	0.0
Nitrosomonas	914	genus	0	72	1	0.0
Nitrosomonas europaea	915	species	2948575	348	106	0.0
Nitrosomonas eutropha	916	species	0	7	0	0.0
Thiobacillus	919	genus	0	256	0	0.0
Acidithiobacillus ferrooxidans	920	species	9762390	988	0	0.0
Ancylobacter novellus	921	species	0	365	0	0.0
Thiobacillus sp.	924	species	3548924	3103	1954	5.40975e-05
Thiomonas intermedia	926	species	3343428	2752	1652	0.0
Halothiobacillus neapolitanus	927	species	0	19	0	0.0
Acidithiobacillus thiooxidans	930	species	0	12	0	0.0
Thiomicrospira	933	genus	0	7	0	0.0
Hydrogenobacter	939	genus	0	4	0	0.0
Hydrogenobacter thermophilus	940	species	1794458	39	11	0.0
Anaplasmataceae	942	family	0	28	0	0.0
Ehrlichia	943	genus	0	4	0	0.0
Ehrlichia canis	944	species	5251017	200	0	0.0
Ehrlichia chaffeensis	945	species	0	34	25	0.0
Anaplasma phagocytophilum	948	species	1449336	31	12	0.0
Neorickettsia risticii	950	species	0	2	0	0.0
Wolbachia	953	genus	0	505	391	0.0
Francisella persica	954	species	0	8	0	0.0
Wolbachia pipientis	955	species	26899620	7825	1442	0.0
Bdellovibrio	958	genus	0	176	65	0.0
Bdellovibrio bacteriovorus	959	species	48720389	4648	1277	1.06379e-06
Bacteriovorax stolpii	960	species	7691180	4172	2250	1.87216e-05
Herbaspirillum	963	genus	0	1525	45	0.0
Herbaspirillum seropedicae	964	species	16321366	8823	557	0
Selenomonas	970	genus	0	34	0	0.0
Selenomonas ruminantium	971	species	0	13	0	0.0
Halanaerobiaceae	972	family	0	4	0	0.0
Bacteroidota	976	phylum	0	271	1	0.0
Cytophaga	978	genus	0	12	0	0.0
Cellulophaga lytica	979	species	15441073	4864	884	0.0
Pedobacter heparinus	984	species	0	25	0	0.0
Cytophaga hutchinsonii	985	species	0	38	0	0.0
Flavobacterium johnsoniae	986	species	5324536	6044	3277	0.0
Solitalea canadensis	995	species	0	69	0	0.0
Flavobacterium columnare	996	species	93703536	6911	3280	0.0
