name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Methylocystis parvus	134	species	4529043	1592	658	0.0
Spirochaetales	136	order	0	53	0	0.0
Spirochaetaceae	137	family	0	15	0	0.0
Borrelia	138	genus	0	8	0	0.0
Borreliella burgdorferi	139	species	24312222	89	20	0.0
Borrelia hermsii	140	species	3525460	27	5	0.0
Borrelia parkeri	141	species	1599772	21	11	0.0
Borrelia turicatae	142	species	4493576	36	1	0.0
Borrelia anserina	143	species	1054469	30	1	0.0
Borrelia coriaceae	144	species	1787333	21	19	0.0
Spirochaeta	146	genus	0	3	0	0.0
Spirochaeta thermophila	154	species	0	14	0	0.0
Treponema	157	genus	0	53	13	0.0
Treponema denticola	158	species	39148188	466	116	0.0
Brachyspira hyodysenteriae	159	species	21589846	202	93	0.0
Treponema pallidum	160	species	0	33	1	0.0
Treponema phagedenis	162	species	26340967	289	45	0.0
Treponema bryantii	163	species	3516600	105	67	0.0
Treponema saccharophilum	165	species	3459320	222	131	0.0
Treponema succinifaciens	167	species	0	3	0	0.0
Leptospiraceae	170	family	0	8	0	0.0
Leptospira	171	genus	0	25	7	0.0
Leptospira biflexa	172	species	0	3	0	0.0
Leptospira interrogans	173	species	123051212	431	141	0.0
Leptospira borgpetersenii	174	species	66750464	252	98	0.0
Leptospira interrogans serovar Hardjo	176	leaf	4742398	4	0	0.0
Leptospirillum	179	genus	0	5	0	0.0
Leptospirillum ferrooxidans	180	species	0	3	0	0.0
Aquaspirillum	187	genus	0	31	0	0.0
Azospirillum	191	genus	0	3648	461	0.0
Azospirillum brasilense	192	species	42849090	17320	2104	0.0
Azospirillum lipoferum	193	species	0	142	0	0.0
Campylobacter	194	genus	0	49	15	0.0
Campylobacter coli	195	species	144738142	319	94	0.0
Campylobacter fetus	196	species	13696549	73	24	0.0
Campylobacter jejuni	197	species	658379475	424	89	0.0
Campylobacter hyointestinalis	198	species	1753385	32	2	0.0
Campylobacter concisus	199	species	29170988	528	122	0.0
Campylobacter curvus	200	species	5921091	185	0	0.0
Campylobacter lari	201	species	42548854	348	71	0.0
Campylobacter mucosalis	202	species	1773478	34	11	0.0
Campylobacter rectus	203	species	5143480	163	0	0.0
Campylobacter showae	204	species	4258467	157	79	0.0
Campylobacter sputorum	206	species	0	7	0	0.0
Helicobacter	209	genus	0	19	1	0.0
Helicobacter pylori	210	species	488641313	964	347	0.0
Helicobacter acinonychis	212	species	0	1	0	0.0
Helicobacter cinaedi	213	species	19421675	238	55	0.0
Helicobacter mustelae	217	species	1576607	47	0	0.0
Achromobacter	222	genus	0	5127	418	0.0
Alteromonas	226	genus	0	51	3	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	84	49	0.0
Brucella	234	genus	0	1260	498	0.0
Brucella abortus	235	species	229795308	57	7	0.0
Brucella ovis	236	species	0	3	0	0.0
Flavobacterium	237	genus	0	2381	1494	0.0
Elizabethkingia meningoseptica	238	species	27451532	2085	163	0.0
Flavobacterium sp.	239	species	2753136	808	526	0.0
Chryseobacterium balustinum	246	species	4974086	528	237	0.0
Empedobacter brevis	247	species	7431270	596	126	0.0
Chryseobacterium gleum	250	species	5606922	431	200	0.0
Chryseobacterium indologenes	253	species	55311915	3465	668	0.0
Chryseobacterium indoltheticum	254	species	12892241	1414	518	0.0
Myroides odoratus	256	species	12653952	829	294	0.0
Sphingobacterium spiritivorum	258	species	20685717	2187	621	0.0
Sphingobacterium thalpophilum	259	species	23274145	2206	471	0.0
Francisella	262	genus	0	30	5	0.0
Francisella tularensis	263	species	28312821	87	52	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	55	11	0.0
Paracoccus	265	genus	0	2262	70	0.0
Paracoccus denitrificans	266	species	20794901	7333	342	0.0
Thermus	270	genus	0	175	32	0.0
Thermus aquaticus	271	species	0	6	0	0.0
Thermus thermophilus	274	species	60521242	1273	317	0.0
Meiothermus ruber	277	species	0	31	0	0.0
Xanthobacter	279	genus	0	119	0	0.0
Comamonas	283	genus	0	2518	271	0.0
Comamonas testosteroni	285	species	41357446	12902	2590	0.0
Pseudomonas	286	genus	0	45553	16404	0.0
Pseudomonas aeruginosa	287	species	6124531475	23951	4615	0
Pseudoalteromonas atlantica	288	species	3669595	70	4	0.0
[Pseudomonas] carboxydohydrogena	290	species	3271440	1581	785	0.0
Burkholderia cepacia	292	species	159454479	19316	3837	0.0
Brevundimonas diminuta	293	species	17453973	25825	5687	0
Pseudomonas fluorescens	294	species	135120295	11299	2780	0.0
Pseudomonas fragi	296	species	30797803	3211	327	0.000101024
Hydrogenophilus thermoluteolus	297	species	2288780	569	319	0.0
Pseudomonas marginalis	298	species	28115681	2988	512	0
Ectopseudomonas mendocina	300	species	20627476	5459	1166	0.0
Ectopseudomonas oleovorans	301	species	9232695	2326	302	0.0
Pseudomonas putida	303	species	440790802	20081	4282	0
Ralstonia solanacearum	305	species	149303865	20013	2480	0.0
Stutzerimonas stutzeri	316	species	134234018	19122	4560	0.0
Pseudomonas syringae	317	species	78178356	6459	1090	9.05339e-06
Pseudomonas savastanoi pv. phaseolicola	319	leaf	6085631	98	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	36483072	1356	264	1.85953e-05
Pseudomonas amygdali pv. tabaci	322	leaf	6299574	185	29	0.0
Pseudomonas syringae pv. tomato	323	leaf	25656674	886	11	0.0
Ralstonia pickettii	329	species	10187675	4491	1041	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	13616270	181	1	0.0
Burkholderia glumae	337	species	346659127	12781	3235	0.0
Xanthomonas	338	genus	0	21718	6960	0.0
Xanthomonas campestris	339	species	76348720	9496	2442	0.0
Xanthomonas campestris pv. campestris	340	leaf	548143478	1568	132	0.0
Xanthomonas translucens	343	species	37134451	7710	1374	0.0
Xanthomonas citri	346	species	31534264	4109	651	0.0
Xanthomonas oryzae	347	species	138705971	4374	1753	0.0
Azotobacter	352	genus	0	419	0	0.0
Azotobacter chroococcum	353	species	10098779	4629	399	0.0
Azotobacter vinelandii	354	species	5617899	2548	143	0.0
Hyphomicrobiales	356	order	0	11048	135	0.0
Agrobacterium	357	genus	0	1467	46	0.0
Agrobacterium tumefaciens	358	species	328402725	15530	2818	0.0
Rhizobium rhizogenes	359	species	25817365	4734	292	0.0
Agrobacterium radiobacter	362	species	5921389	757	30	0.0
Agrobacterium vitis	373	species	59045005	6482	1480	4.39628e-05
Bradyrhizobium	374	genus	0	27621	10122	0.0
Bradyrhizobium japonicum	375	species	158880876	9875	1458	0.0
Bradyrhizobium sp.	376	species	7547693	1432	422	0.0
Rhizobium	379	genus	0	8727	2390	0.0
Sinorhizobium fredii	380	species	13531397	3783	281	0.0
Mesorhizobium loti	381	species	6870350	1471	104	0.0
Sinorhizobium meliloti	382	species	179769211	6158	1097	0.0
Rhizobium leguminosarum	384	species	95651800	9834	1891	0.0
Rhizobium leguminosarum bv. trifolii	386	leaf	37653028	3472	491	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1772	309	0.0
Sinorhizobium fredii NGR234	394	strain	6891900	1479	657	0.0
Rhizobium phaseoli	396	species	94701776	4979	1080	0.0
Rhizobium tropici	398	species	0	39	0	0.0
Neorhizobium galegae	399	species	6049186	2519	1024	0.000107313
Methylococcaceae	403	family	0	439	2	0.0
Methylobacillus	404	genus	0	15	0	0.0
Methylobacillus flagellatus	405	species	0	33	0	0.0
Methylobacterium	407	genus	0	4075	420	0.0
Methylorubrum extorquens	408	species	28813053	10873	1791	2.25235e-05
Methylobacterium organophilum	410	species	5319780	2989	1444	0.000122033
Methylococcus	413	genus	0	275	0	0.0
Methylococcus capsulatus	414	species	20013869	5300	738	0.0
Methylomonas	416	genus	0	263	7	0.0
Methylomonas methanica	421	species	0	16	0	0.0
Methylosinus	425	genus	0	168	0	0.0
Methylosinus trichosporium	426	species	0	307	0	0.0
Methylosinus sporium	428	species	4852742	1988	839	0.0
Methylobacter	429	genus	0	12	0	0.0
Acetobacteraceae	433	family	0	803	4	0.0
Acetobacter	434	genus	0	127	8	0.0
Acetobacter aceti	435	species	7692929	871	417	0.0
Novacetimonas hansenii	436	species	10583023	1478	323	0.0
Acetobacter pasteurianus	438	species	9137710	337	94	0.0
Gluconobacter	441	genus	0	51	0	0.0
Gluconobacter oxydans	442	species	2990259	470	78	0.0
Legionellaceae	444	family	0	14	0	0.0
Legionella	445	genus	0	48	6	0.0
Legionella pneumophila	446	species	369470196	422	243	0.0
Legionella hackeliae	449	species	3570857	89	56	0.0
Legionella longbeachae	450	species	25231216	199	109	0.0
Legionella micdadei	451	species	9836958	221	53	0.0
Legionella spiritensis	452	species	6755735	238	43	0.0
Legionella israelensis	454	species	9344693	254	93	0.0
Legionella jordanis	456	species	3133723	67	50	0.0
Moraxellaceae	468	family	0	92	0	0.0
Acinetobacter	469	genus	0	409	123	0.0
Acinetobacter baumannii	470	species	3054149000	1592	397	2.12576e-07
Acinetobacter calcoaceticus	471	species	23786304	288	91	0.0
Moraxella	475	genus	0	55	2	0.0
Moraxella bovis	476	species	97686759	272	79	0.0
Moraxella nonliquefaciens	478	species	4667090	132	3	0.0
Moraxella catarrhalis	480	species	23037162	179	39	0.0
Neisseriaceae	481	family	0	334	0	0.0
Neisseria	482	genus	0	489	48	0.0
Neisseria cinerea	483	species	3665805	191	46	0.0
Neisseria flavescens	484	species	2231882	84	24	0.0
Neisseria gonorrhoeae	485	species	436326338	467	119	0.0
Neisseria lactamica	486	species	6545836	416	45	0.0
Neisseria meningitidis	487	species	226087510	900	174	0.0
Neisseria mucosa	488	species	5008700	306	67	0.0
Neisseria sicca	490	species	5430826	385	95	0.0
Neisseria animalis	492	species	4477875	356	12	0.0
Neisseria canis	493	species	2569389	223	98	0.0
Bergeriella denitrificans	494	species	2473929	436	235	0.0
Neisseria elongata	495	species	4931910	578	179	0.0
Neisseria macacae	496	species	0	10	0	0.0
Psychrobacter	497	genus	0	33	6	0.0
Thermomicrobium	499	genus	0	1	0	0.0
Thermomicrobium roseum	500	species	0	22	0	0.0
Kingella denitrificans	502	species	2220058	313	152	0.0
Kingella kingae	504	species	12245024	430	44	0.0
Kingella oralis	505	species	2420532	303	159	0.0
Alcaligenaceae	506	family	0	1048	0	0.0
Alcaligenes	507	genus	0	306	25	0.0
Alcaligenes faecalis	511	species	66752829	3023	417	0.0
Bordetella	517	genus	0	1610	2	0.0
Bordetella bronchiseptica	518	species	114376439	9889	687	0.0
Bordetella parapertussis	519	species	429659480	2507	75	0.0
Bordetella pertussis	520	species	2729916552	748	58	0.0
Bordetella avium	521	species	26291993	2005	933	0.0
Acidiphilium	522	genus	0	171	0	0.0
Acidiphilium cryptum	524	species	0	116	0	0.0
Ochrobactrum	528	genus	0	10	0	0.0
Brucella anthropi	529	species	35076955	2875	209	0.0
Beijerinckia	532	genus	0	10	0	0.0
Beijerinckia indica	533	species	0	34	0	0.0
Chromobacterium	535	genus	0	1334	40	0.0
Chromobacterium violaceum	536	species	18802982	10612	724	0.0
Iodobacter fluviatilis	537	species	4588033	273	157	0.0
Eikenella	538	genus	0	55	0	0.0
Eikenella corrodens	539	species	6843626	1158	313	0.0
Zymomonas	541	genus	0	46	0	0.0
Zymomonas mobilis	542	species	8769269	448	255	0.0
Enterobacteriaceae	543	family	0	1618	39	0.0
Citrobacter	544	genus	0	1321	390	0.0
Citrobacter koseri	545	species	136415715	1186	201	4.83712e-06
Citrobacter freundii	546	species	959120807	2462	341	0.0
Enterobacter	547	genus	0	2314	657	0.0
Klebsiella aerogenes	548	species	383810620	2477	577	1.70075e-06
Pantoea agglomerans	549	species	200225949	3621	864	2.29561e-05
Enterobacter cloacae	550	species	165709943	1728	440	0.0
Erwinia	551	genus	0	546	162	0.0
Erwinia amylovora	552	species	103291094	523	240	0.0
Pantoea ananatis	553	species	69434643	1367	239	0.0
Pectobacterium carotovorum	554	species	53470567	784	81	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	14652671	170	26	0.0
Dickeya chrysanthemi	556	species	4751996	360	85	0.0
Escherichia	561	genus	0	123	8	0.0
Escherichia coli	562	species	16936115536	4821	1086	5.06382e-07
Shimwellia blattae	563	species	8307006	537	2	0.0
Escherichia fergusonii	564	species	324088258	630	122	0.0
Atlantibacter hermannii	565	species	22481761	1375	102	0.0
Pseudescherichia vulneris	566	species	4653761	374	199	0.0
Hafnia	568	genus	0	20	0	0.0
Hafnia alvei	569	species	37963452	615	163	0.0
Klebsiella	570	genus	0	1828	363	0.0
Klebsiella oxytoca	571	species	300921893	1699	526	0.0
Klebsiella pneumoniae	573	species	12975475856	18136	11379	0.0
Raoultella planticola	575	species	124126400	1637	109	0.0
Raoultella terrigena	577	species	28895571	1835	164	0.0
Kluyvera	579	genus	0	28	0	0.0
Kluyvera cryocrescens	580	species	4849988	295	154	0.0
Morganella	581	genus	0	40	0	0.0
Morganella morganii	582	species	271183096	1875	658	0.0
Proteus	583	genus	0	67	9	0.0
Proteus mirabilis	584	species	646853211	625	268	0.0
Proteus vulgaris	585	species	42626441	508	116	0.0
Providencia	586	genus	0	269	128	0.0
Providencia rettgeri	587	species	188189362	778	198	0.0
Providencia stuartii	588	species	113871496	348	59	0.0
Salmonella	590	genus	0	77	19	0.0
Salmonella enterica subsp. enterica serovar Gallinarum	594	leaf	18963264	6	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	288178260	4	3	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	87073611	39	0	0.0
Salmonella enterica subsp. enterica serovar Rubislaw	598	leaf	5027145	4	2	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	48448653	6	1	0.0
Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum	604	leaf	4883354	2	0	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	5	2	0.0
Salmonella enterica subsp. enterica serovar Abortusequi	607	leaf	9666154	6	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	167230081	8	2	0.0
Serratia	613	genus	0	4216	1184	0.0
Serratia liquefaciens	614	species	32864515	1609	107	0.0
Serratia marcescens	615	species	719373253	9559	1352	0.0
Serratia odorifera	618	species	5272556	560	273	0.0
Shigella	620	genus	0	29	0	0.0
Shigella boydii	621	species	67333287	125	9	0.0
Shigella dysenteriae	622	species	135409920	250	28	1.35278e-05
Shigella flexneri	623	species	409981008	374	21	1.5493e-06
Shigella sonnei	624	species	235424841	51	5	0.0
Xenorhabdus	626	genus	0	26	0	0.0
Xenorhabdus nematophila	628	species	8564534	196	1	0.0
Yersinia	629	genus	0	139	13	0.0
Yersinia enterocolitica	630	species	122743732	570	164	0.0
Yersinia intermedia	631	species	48884760	579	58	0.0
Yersinia pestis	632	species	515186184	231	14	0.0
Yersinia pseudotuberculosis	633	species	139453955	450	54	0.0
Yersinia bercovieri	634	species	4401131	146	62	0.0
Edwardsiella	635	genus	0	311	7	0.0
Edwardsiella tarda	636	species	151956899	1184	427	0.0
Arsenophonus	637	genus	0	19	0	0.0
Arsenophonus nasoniae	638	species	27496093	164	51	0.0
Vibrionaceae	641	family	0	203	0	0.0
Aeromonas	642	genus	0	3956	1326	0.0
Aeromonas hydrophila	644	species	270088530	6283	941	0.0
Aeromonas salmonicida	645	species	101881512	2315	670	0.0
Aeromonas caviae	648	species	251072923	3727	531	0.0
Aeromonas jandaei	650	species	27278201	1791	258	0.0
Aeromonas media	651	species	95147978	4663	557	0.0
Aeromonas schubertii	652	species	8750747	1211	244	0.0
Aeromonas veronii	654	species	259056543	6480	1344	0.0
Aeromonas allosaccharophila	656	species	20086692	1272	218	0.0
Photobacterium	657	genus	0	54	0	0.0
Photobacterium phosphoreum	659	species	4663684	101	60	0.0
Vibrio	662	genus	0	537	123	0.0
Vibrio alginolyticus	663	species	246300254	447	71	0.0
Vibrio cholerae	666	species	468230071	855	205	0.0
Aliivibrio fischeri	668	species	0	2	0	0.0
Vibrio harveyi	669	species	167770124	566	148	0.0
Vibrio parahaemolyticus	670	species	623601655	1105	337	0.0
Vibrio vulnificus	672	species	129925627	1016	315	0.0
Grimontia hollisae	673	species	16426895	479	84	0.0
Vibrio mimicus	674	species	22251138	491	80	0.0
Vibrio cincinnatiensis	675	species	15191860	287	47	0.0
Vibrio fluvialis	676	species	82263780	1123	311	0.0
Vibrio campbellii	680	species	121100462	779	140	0.0
Vibrio diazotrophicus	685	species	4820957	101	60	0.0
Vibrio gazogenes	687	species	18923951	339	55	0.0
Aliivibrio logei	688	species	4573618	84	48	0.0
Vibrio mediterranei	689	species	11788203	172	43	0.0
Vibrio natriegens	691	species	42432052	328	66	0.0
Plesiomonas	702	genus	0	5	0	0.0
Plesiomonas shigelloides	703	species	18777990	909	199	0.0
Pasteurellaceae	712	family	0	67	0	0.0
Actinobacillus	713	genus	0	22	2	0.0
Aggregatibacter actinomycetemcomitans	714	species	45941915	442	114	0.0
Actinobacillus pleuropneumoniae	715	species	74202166	209	50	0.0
Actinobacillus suis	716	species	5053375	83	0	0.0
Actinobacillus equuli	718	species	2451991	103	29	0.0
Actinobacillus lignieresii	720	species	2377048	61	10	0.0
Haemophilus	724	genus	0	13	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	5958510	21	0	0.0
Haemophilus haemolyticus	726	species	9541904	242	50	0.0
Haemophilus influenzae	727	species	182408424	551	125	0.0
Avibacterium paragallinarum	728	species	54606224	436	97	0.0
Haemophilus parainfluenzae	729	species	35018880	602	155	0.0
[Haemophilus] ducreyi	730	species	21839200	204	53	0.0
Histophilus somni	731	species	65891970	261	154	0.0
Aggregatibacter aphrophilus	732	species	4705336	141	42	0.0
Haemophilus parahaemolyticus	735	species	4185325	84	0	0.0
Glaesserella parasuis	738	species	54122026	383	127	0.0
Aggregatibacter segnis	739	species	2062506	64	14	0.0
Pasteurella	745	genus	0	4	0	0.0
Pasteurella multocida	747	species	389809233	393	137	0.0
Gallibacterium anatis	750	species	20804414	390	86	0.0
Pasteurella canis	753	species	11275507	235	15	0.0
Pasteurella dagmatis	754	species	2287213	50	32	0.0
Avibacterium volantium	762	species	2230476	65	27	0.0
Rickettsiales	766	order	0	38	0	0.0
Anaplasma	768	genus	0	6	0	0.0
Anaplasma centrale	769	species	0	2	0	0.0
Anaplasma marginale	770	species	0	3	0	0.0
Bartonellaceae	772	family	0	10	0	0.0
Bartonella	773	genus	0	79	11	0.0
Bartonella bacilliformis	774	species	2855065	65	0	0.0
Rickettsiaceae	775	family	0	14	0	0.0
Coxiella	776	genus	0	7	0	0.0
Coxiella burnetii	777	species	24341490	207	68	0.0
Ehrlichia ruminantium	779	species	10543737	50	28	0.0
Rickettsia	780	genus	0	104	43	0.0
Rickettsia conorii	781	species	0	3	0	0.0
Rickettsia prowazekii	782	species	1111769	27	17	0.0
Rickettsia rickettsii	783	species	20458666	4	0	0.0
Orientia tsutsugamushi	784	species	26264266	177	54	0.0
Rickettsia typhi	785	species	1111939	20	0	0.0
Rickettsia australis	787	species	0	2	0	0.0
Symbiopectobacterium	801	genus	0	7	0	0.0
Bartonella quintana	803	species	3161657	57	8	0.0
Bartonella elizabethae	807	species	2018538	47	12	0.0
Chlamydiaceae	809	family	0	6	0	0.0
Chlamydia	810	genus	0	6	1	0.0
Chlamydia trachomatis	813	species	68959800	58	20	0.0
Bacteroidaceae	815	family	0	28	0	0.0
Bacteroides	816	genus	0	374	48	0.0
Bacteroides fragilis	817	species	169603715	2022	369	0
Bacteroides thetaiotaomicron	818	species	121953794	1399	423	5.40099e-06
Bacteroides uniformis	820	species	39243592	1047	174	1.7333e-05
Phocaeicola vulgatus	821	species	56720015	1280	169	3.8805e-05
Parabacteroides distasonis	823	species	124756214	1260	211	0
Campylobacter gracilis	824	species	4563382	203	116	0.0
Sebaldella termitidis	826	species	0	2	0	0.0
Campylobacter ureolyticus	827	species	1820334	44	23	0.0
Butyrivibrio fibrisolvens	831	species	9387417	165	116	0.0
Fibrobacter	832	genus	0	2	0	0.0
Fibrobacter succinogenes	833	species	0	14	0	0.0
Porphyromonas	836	genus	0	11	0	0.0
Porphyromonas gingivalis	837	species	65114455	407	170	0.0
Prevotella	838	genus	0	57	1	0.0
Xylanibacter ruminicola	839	species	3439340	243	124	0.0
Roseburia	841	genus	0	3	0	0.0
Wolinella	843	genus	0	6	0	0.0
Wolinella succinogenes	844	species	2150449	76	1	0.0
Oxalobacter	846	genus	0	18	0	0.0
Oxalobacter formigenes	847	species	12309810	940	58	0.0
Fusobacterium	848	genus	0	64	30	0.0
Fusobacterium mortiferum	850	species	0	1	0	0.0
Fusobacterium nucleatum	851	species	98152111	842	137	0.0
Faecalibacterium prausnitzii	853	species	49622956	3672	529	0.0
Fusobacterium varium	856	species	10724980	506	129	0
Fusobacterium necrophorum	859	species	2172570	57	29	0.0
Fusobacterium periodonticum	860	species	2541084	89	13	0.0
Fusobacterium ulcerans	861	species	10869605	471	93	0
Syntrophomonas	862	genus	0	6	0	0.0
Syntrophomonas wolfei	863	species	0	1	0	0.0
Pectinatus frisingensis	865	species	2881049	82	56	0.0
Cardiobacteriaceae	868	family	0	31	0	0.0
Dichelobacter	869	genus	0	1	0	0.0
Dichelobacter nodosus	870	species	0	1	0	0.0
Desulfovibrio	872	genus	0	89	0	0.0
Desulfocurvibacter africanus	873	species	0	39	0	0.0
Desulfovibrio desulfuricans	876	species	13538715	1157	549	0.0
Nitratidesulfovibrio vulgaris	881	species	3896149	643	58	0.0
Nitratidesulfovibrio vulgaris str. Hildenborough	882	strain	3773159	534	1	0.0
Desulfuromonas	890	genus	0	80	0	0.0
Desulfobulbus	893	genus	0	25	0	0.0
Desulfobulbus propionicus	894	species	0	37	0	0.0
Desulfococcus	896	genus	0	3	0	0.0
Desulfococcus multivorans	897	species	8911375	874	0	0.0
Desulfomicrobium	898	genus	0	33	0	0.0
Desulfomicrobium baculatum	899	species	0	28	0	0.0
Desulfovibrio piger	901	species	5889339	1153	537	0.000110186
Acidaminococcus	904	genus	0	3	0	0.0
Acidaminococcus fermentans	905	species	0	14	0	0.0
Megasphaera	906	genus	0	15	0	0.0
Megasphaera elsdenii	907	species	4953520	439	145	0
Nitrobacter	911	genus	0	93	0	0.0
Nitrobacter hamburgensis	912	species	0	168	0	0.0
Nitrobacter winogradskyi	913	species	0	100	0	0.0
Nitrosomonas	914	genus	0	60	0	0.0
Nitrosomonas europaea	915	species	2948575	294	80	0.0
Nitrosomonas eutropha	916	species	0	2	0	0.0
Thiobacillus	919	genus	0	252	0	0.0
Acidithiobacillus ferrooxidans	920	species	9762390	686	0	0.0
Ancylobacter novellus	921	species	0	254	0	0.0
Thiobacillus sp.	924	species	3548924	2265	1281	0.0
Thiomonas intermedia	926	species	3343428	2675	1594	0.0
Halothiobacillus neapolitanus	927	species	0	15	0	0.0
Acidithiobacillus thiooxidans	930	species	0	2	0	0.0
Thiomicrospira	933	genus	0	4	0	0.0
Hydrogenobacter	939	genus	0	1	0	0.0
Hydrogenobacter thermophilus	940	species	1794458	40	9	0.0
Anaplasmataceae	942	family	0	17	0	0.0
Ehrlichia	943	genus	0	5	0	0.0
Ehrlichia canis	944	species	5251017	99	0	0.0
Ehrlichia chaffeensis	945	species	0	14	5	0.0
Anaplasma phagocytophilum	948	species	1449336	26	13	0.0
Neorickettsia sennetsu	951	species	0	1	0	0.0
Wolbachia	953	genus	0	211	145	0.0
Francisella persica	954	species	0	1	0	0.0
Wolbachia pipientis	955	species	26899620	3487	540	0.0
Bdellovibrio	958	genus	0	146	83	0.0
Bdellovibrio bacteriovorus	959	species	48720389	4100	1081	0.0
Bacteriovorax stolpii	960	species	7691180	1561	855	8.43722e-05
Herbaspirillum	963	genus	0	1557	56	0.0
Herbaspirillum seropedicae	964	species	16321366	10538	605	0.0
Selenomonas	970	genus	0	29	0	0.0
Selenomonas ruminantium	971	species	0	3	0	0.0
Halanaerobiaceae	972	family	0	2	0	0.0
Bacteroidota	976	phylum	0	166	0	0.0
Cytophaga	978	genus	0	3	0	0.0
Cellulophaga lytica	979	species	15441073	1040	175	0.0
Pedobacter heparinus	984	species	0	14	0	0.0
Cytophaga hutchinsonii	985	species	0	19	0	0.0
Flavobacterium johnsoniae	986	species	5324536	2207	1271	0.0
Solitalea canadensis	995	species	0	41	0	0.0
Flavobacterium columnare	996	species	93703536	784	386	0.0
Bernardetia litoralis	999	species	0	7	0	0.0
Chitinophaga sancti	1004	species	25234441	5141	2304	0.0
Marivirga tractuosa	1006	species	9322181	847	526	0.0
Saprospira	1007	genus	0	9	0	0.0
Saprospira grandis	1008	species	4303711	269	64	0.0
Sphingobacterium mizutaii	1010	species	4653048	500	291	0.0
Weeksella	1013	genus	0	7	0	0.0
