name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Treponema saccharophilum	165	species	3459320	210	142	0.0
Treponema succinifaciens	167	species	0	3	0	0.0
Leptospiraceae	170	family	0	11	0	0.0
Leptospira	171	genus	0	31	8	0.0
Leptospira biflexa	172	species	0	18	0	0.0
Leptospira interrogans	173	species	123051212	597	186	0.0
Leptospira borgpetersenii	174	species	66750464	295	106	0.0
Leptospira interrogans serovar Hardjo	176	leaf	4742398	6	0	0.0
Leptospirillum	179	genus	0	3	0	0.0
Leptospirillum ferrooxidans	180	species	0	4	0	0.0
Aquaspirillum	187	genus	0	47	0	0.0
Azospirillum	191	genus	0	4257	578	0.0
Azospirillum brasilense	192	species	42849090	17864	2159	0.0
Azospirillum lipoferum	193	species	0	167	0	0.0
Campylobacter	194	genus	0	81	20	0.0
Campylobacter coli	195	species	144738142	535	121	0.0
Campylobacter fetus	196	species	13696549	113	44	0.0
Campylobacter jejuni	197	species	658379475	585	157	0.0
Campylobacter hyointestinalis	198	species	1753385	64	4	0.0
Campylobacter concisus	199	species	29170988	773	195	0.0
Campylobacter curvus	200	species	5921091	218	0	0.0
Campylobacter lari	201	species	42548854	513	134	0.0
Campylobacter mucosalis	202	species	1773478	63	18	0.0
Campylobacter rectus	203	species	5143480	236	0	0.0
Campylobacter showae	204	species	4258467	225	134	0.0
Campylobacter sputorum	206	species	0	10	0	0.0
Helicobacter	209	genus	0	26	8	0.0
Helicobacter pylori	210	species	488641313	1507	635	0.0
Helicobacter cinaedi	213	species	19421675	244	73	0.0
Helicobacter felis	214	species	0	2	0	0.0
Helicobacter mustelae	217	species	1576607	55	0	0.0
Achromobacter	222	genus	0	6839	488	0.0
Alteromonas	226	genus	0	93	6	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	137	72	0.0
Brucella	234	genus	0	1558	640	0.0
Brucella abortus	235	species	229795308	29	5	0.0
Flavobacterium	237	genus	0	5523	3989	0.0
Elizabethkingia meningoseptica	238	species	27451532	3669	246	0.0
Flavobacterium sp.	239	species	2753136	1018	605	0.0
Chryseobacterium balustinum	246	species	4974086	1023	590	0.0
Empedobacter brevis	247	species	7431270	1177	213	0.0
Chryseobacterium gleum	250	species	5606922	676	318	0.0
Chryseobacterium indologenes	253	species	55311915	5281	1132	0.0
Chryseobacterium indoltheticum	254	species	12892241	2490	984	2.29252e-45
Myroides odoratus	256	species	12653952	1476	521	0.0
Sphingobacterium spiritivorum	258	species	20685717	4472	1248	0.0
Sphingobacterium thalpophilum	259	species	23274145	3630	801	0.0
Francisella	262	genus	0	46	3	0.0
Francisella tularensis	263	species	28312821	131	63	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	81	15	0.0
Paracoccus	265	genus	0	2014	59	0.0
Paracoccus denitrificans	266	species	20794901	6870	334	0.0
Thermus	270	genus	0	126	29	0.0
Thermus aquaticus	271	species	0	5	0	0.0
Thermus thermophilus	274	species	60521242	1055	257	0.0
Meiothermus ruber	277	species	0	20	0	0.0
Xanthobacter	279	genus	0	114	0	0.0
Comamonas	283	genus	0	3280	399	0.0
Comamonas testosteroni	285	species	41357446	18281	3747	0.0
Pseudomonas	286	genus	0	98222	60223	0.0
Pseudomonas aeruginosa	287	species	6124531475	27770	5348	0
Pseudoalteromonas atlantica	288	species	3669595	119	15	0.0
[Pseudomonas] carboxydohydrogena	290	species	3271440	2058	1080	0.0
Burkholderia cepacia	292	species	159454479	22396	4501	0.0
Brevundimonas diminuta	293	species	17453973	14309	3013	2.09618e-109
Pseudomonas fluorescens	294	species	135120295	50203	11547	7.97902e-05
Pseudomonas fragi	296	species	30797803	8015	922	0.000108338
Hydrogenophilus thermoluteolus	297	species	2288780	456	318	0.0
Pseudomonas marginalis	298	species	28115681	20979	4592	0.000182119
Ectopseudomonas mendocina	300	species	20627476	7351	1761	0.0
Ectopseudomonas oleovorans	301	species	9232695	3126	458	0.0
Pseudomonas putida	303	species	440790802	41625	13093	1.11081e-06
Ralstonia solanacearum	305	species	149303865	25219	3217	0.0
Stutzerimonas stutzeri	316	species	134234018	23666	5746	0
Pseudomonas syringae	317	species	78178356	23165	5613	0.00346246
Pseudomonas savastanoi pv. phaseolicola	319	leaf	6085631	330	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	36483072	4170	994	0.000395606
Pseudomonas amygdali pv. tabaci	322	leaf	6299574	463	92	0.000128067
Pseudomonas syringae pv. tomato	323	leaf	25656674	3104	31	0.000173817
Ralstonia pickettii	329	species	10187675	6523	1508	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	13616270	600	0	0.0
Burkholderia glumae	337	species	346659127	14801	3907	0.0
Xanthomonas	338	genus	0	17441	5402	0.0
Xanthomonas campestris	339	species	76348720	9035	2582	5.0086e-05
Xanthomonas campestris pv. campestris	340	leaf	548143478	1619	193	2.24995e-06
Xanthomonas translucens	343	species	37134451	6114	1121	3.43441e-266
Xanthomonas citri	346	species	31534264	4129	659	0
Xanthomonas oryzae	347	species	138705971	4200	1591	0.0
Azotobacter	352	genus	0	444	0	0.0
Azotobacter chroococcum	353	species	10098779	5156	505	0.0
Azotobacter vinelandii	354	species	5617899	2952	133	0.0
Hyphomicrobiales	356	order	0	11085	161	0.0
Agrobacterium	357	genus	0	1595	43	0.0
Agrobacterium tumefaciens	358	species	328402725	17011	3118	0.0
Rhizobium rhizogenes	359	species	25817365	5245	304	0.0
Agrobacterium radiobacter	362	species	5921389	925	55	0.0
Agrobacterium vitis	373	species	59045005	7254	1659	0.0
Bradyrhizobium	374	genus	0	31336	12356	0.0
Bradyrhizobium japonicum	375	species	158880876	11084	1694	0.0
Bradyrhizobium sp.	376	species	7547693	1478	441	0.0
Rhizobium	379	genus	0	9412	2651	0.0
Sinorhizobium fredii	380	species	13531397	3444	306	0.0
Mesorhizobium loti	381	species	6870350	1896	108	0.0
Sinorhizobium meliloti	382	species	179769211	6120	1109	0.0
Rhizobium leguminosarum	384	species	95651800	10106	1833	0.0
Rhizobium leguminosarum bv. trifolii	386	leaf	37653028	3702	607	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1905	350	0.0
Sinorhizobium fredii NGR234	394	strain	6891900	1367	608	0.0
Rhizobium phaseoli	396	species	94701776	5334	1076	0.0
Rhizobium tropici	398	species	0	54	0	0.0
Neorhizobium galegae	399	species	6049186	2445	903	4.02891e-05
Methylococcaceae	403	family	0	457	0	0.0
Methylobacillus	404	genus	0	21	0	0.0
Methylobacillus flagellatus	405	species	0	59	0	0.0
Methylobacterium	407	genus	0	3870	410	0.0
Methylorubrum extorquens	408	species	28813053	9864	1693	8.45854e-06
Methylobacterium organophilum	410	species	5319780	2673	1327	0.0
Methylococcus	413	genus	0	252	0	0.0
Methylococcus capsulatus	414	species	20013869	5107	659	0.0
Methylomonas	416	genus	0	303	13	0.0
Methylomonas methanica	421	species	0	14	0	0.0
Methylosinus	425	genus	0	171	0	0.0
Methylosinus trichosporium	426	species	0	291	0	0.0
Methylosinus sporium	428	species	4852742	2043	877	0.0
Methylobacter	429	genus	0	20	0	0.0
Acetobacteraceae	433	family	0	869	7	0.0
Acetobacter	434	genus	0	162	17	0.0
Acetobacter aceti	435	species	7692929	998	487	0.0
Novacetimonas hansenii	436	species	10583023	1625	372	0.0
Acetobacter pasteurianus	438	species	9137710	555	141	0.0
Gluconobacter	441	genus	0	69	1	0.0
Gluconobacter oxydans	442	species	2990259	576	96	0.0
Legionellaceae	444	family	0	21	0	0.0
Legionella	445	genus	0	63	14	0.0
Legionella pneumophila	446	species	369470196	684	373	0.0
Legionella hackeliae	449	species	3570857	123	102	0.0
Legionella longbeachae	450	species	25231216	348	188	0.0
Legionella micdadei	451	species	9836958	372	62	0.0
Legionella spiritensis	452	species	6755735	362	41	0.0
Legionella israelensis	454	species	9344693	387	133	0.0
Legionella jordanis	456	species	3133723	139	105	0.0
Moraxellaceae	468	family	0	144	0	0.0
Acinetobacter	469	genus	0	577	186	0.0
Acinetobacter baumannii	470	species	3054149000	2035	482	0
Acinetobacter calcoaceticus	471	species	23786304	493	145	0.0
Moraxella	475	genus	0	67	7	0.0
Moraxella bovis	476	species	97686759	377	158	0.0
Moraxella nonliquefaciens	478	species	4667090	146	1	0.0
Moraxella catarrhalis	480	species	23037162	354	45	0.0
Neisseriaceae	481	family	0	455	5	0.0
Neisseria	482	genus	0	714	79	0.0
Neisseria cinerea	483	species	3665805	321	84	0.0
Neisseria flavescens	484	species	2231882	149	29	0.0
Neisseria gonorrhoeae	485	species	436326338	572	155	0.0
Neisseria lactamica	486	species	6545836	560	54	0.0
Neisseria meningitidis	487	species	226087510	1532	328	0.0
Neisseria mucosa	488	species	5008700	476	100	0.0
Neisseria sicca	490	species	5430826	540	141	0.0
Neisseria animalis	492	species	4477875	567	10	0.0
Neisseria canis	493	species	2569389	271	126	0.0
Bergeriella denitrificans	494	species	2473929	568	264	0.0
Neisseria elongata	495	species	4931910	812	269	0.0
Neisseria macacae	496	species	0	13	0	0.0
Psychrobacter	497	genus	0	54	7	0.0
Thermomicrobium	499	genus	0	2	0	0.0
Thermomicrobium roseum	500	species	0	11	0	0.0
Kingella denitrificans	502	species	2220058	456	235	0.0
Kingella kingae	504	species	12245024	715	62	0.0
Kingella oralis	505	species	2420532	373	217	0.0
Alcaligenaceae	506	family	0	1337	1	0.0
Alcaligenes	507	genus	0	387	36	0.0
Alcaligenes faecalis	511	species	66752829	4699	776	0
Bordetella	517	genus	0	2015	0	0.0
Bordetella bronchiseptica	518	species	114376439	12100	798	0.0
Bordetella parapertussis	519	species	429659480	3213	118	0.0
Bordetella pertussis	520	species	2729916552	978	46	0.0
Bordetella avium	521	species	26291993	2816	1300	0.0
Acidiphilium	522	genus	0	156	0	0.0
Acidiphilium cryptum	524	species	0	118	0	0.0
Ochrobactrum	528	genus	0	8	0	0.0
Brucella anthropi	529	species	35076955	3122	248	0.0
Beijerinckia	532	genus	0	5	0	0.0
Beijerinckia indica	533	species	0	38	0	0.0
Chromobacterium	535	genus	0	1834	38	0.0
Chromobacterium violaceum	536	species	18802982	13206	993	0.0
Iodobacter fluviatilis	537	species	4588033	492	290	0.0
Eikenella	538	genus	0	69	0	0.0
Eikenella corrodens	539	species	6843626	1555	424	0.0
Zymomonas	541	genus	0	29	0	0.0
Zymomonas mobilis	542	species	8769269	340	212	0.0
Enterobacteriaceae	543	family	0	2053	65	0.0
Citrobacter	544	genus	0	1859	555	0.0
Citrobacter koseri	545	species	136415715	1598	247	0.0
Citrobacter freundii	546	species	959120807	3261	490	0.0
Enterobacter	547	genus	0	2837	801	0.0
Klebsiella aerogenes	548	species	383810620	3245	762	0.0
Pantoea agglomerans	549	species	200225949	4705	1186	1.22064e-06
Enterobacter cloacae	550	species	165709943	2360	591	0.0
Erwinia	551	genus	0	784	241	0.0
Erwinia amylovora	552	species	103291094	705	335	0.0
Pantoea ananatis	553	species	69434643	1886	310	0.0
Pectobacterium carotovorum	554	species	53470567	1158	99	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	14652671	297	35	0.0
Dickeya chrysanthemi	556	species	4751996	537	124	0.0
Escherichia	561	genus	0	190	14	0.0
Escherichia coli	562	species	16936115536	6495	1465	1.46567e-08
Shimwellia blattae	563	species	8307006	702	0	0.0
Escherichia fergusonii	564	species	324088258	859	166	0
Atlantibacter hermannii	565	species	22481761	1862	173	0.0
Pseudescherichia vulneris	566	species	4653761	561	280	0.0
Hafnia	568	genus	0	54	0	0.0
Hafnia alvei	569	species	37963452	921	210	0.0
Klebsiella	570	genus	0	2307	466	0.0
Klebsiella oxytoca	571	species	300921893	2181	640	0.0
Klebsiella pneumoniae	573	species	12975475856	15726	2640	0
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	11205731	3	2	0.0
Raoultella planticola	575	species	124126400	2371	186	0.0
Raoultella terrigena	577	species	28895571	2314	200	0.0
Kluyvera	579	genus	0	25	0	0.0
Kluyvera cryocrescens	580	species	4849988	416	209	0.0
Morganella	581	genus	0	56	0	0.0
Morganella morganii	582	species	271183096	2443	882	0
Proteus	583	genus	0	112	35	0.0
Proteus mirabilis	584	species	646853211	977	373	0.0
Proteus vulgaris	585	species	42626441	930	188	0.0
Providencia	586	genus	0	506	251	0.0
Providencia rettgeri	587	species	188189362	1124	265	0.0
Providencia stuartii	588	species	113871496	593	123	0.0
Salmonella	590	genus	0	121	23	0.0
Salmonella enterica subsp. enterica serovar Gallinarum	594	leaf	18963264	4	2	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	288178260	9	2	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	87073611	53	1	0.0
Salmonella enterica subsp. enterica serovar Rubislaw	598	leaf	5027145	5	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	48448653	1	1	0.0
Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum	604	leaf	4883354	2	1	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	1	0	0.0
Salmonella enterica subsp. enterica serovar Abortusequi	607	leaf	9666154	2	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	167230081	5	1	0.0
Serratia	613	genus	0	5386	1513	0.0
Serratia liquefaciens	614	species	32864515	2297	149	0.0
Serratia marcescens	615	species	719373253	12656	1749	3.3879e-07
Serratia odorifera	618	species	5272556	736	384	0.0
Shigella	620	genus	0	34	0	0.0
Shigella boydii	621	species	67333287	170	11	0.0
Shigella dysenteriae	622	species	135409920	304	16	0
Shigella flexneri	623	species	409981008	432	21	1.17793e-06
Shigella sonnei	624	species	235424841	87	14	0.0
Xenorhabdus	626	genus	0	25	1	0.0
Xenorhabdus nematophila	628	species	8564534	270	1	0.0
Yersinia	629	genus	0	211	24	0.0
Yersinia enterocolitica	630	species	122743732	818	276	1.98557e-06
Yersinia intermedia	631	species	48884760	806	66	0.0
Yersinia pestis	632	species	515186184	343	15	0.0
Yersinia pseudotuberculosis	633	species	139453955	611	68	0.0
Yersinia bercovieri	634	species	4401131	179	60	0.0
Edwardsiella	635	genus	0	348	5	0.0
Edwardsiella tarda	636	species	151956899	1313	412	0.0
Arsenophonus	637	genus	0	26	4	0.0
Arsenophonus nasoniae	638	species	27496093	373	64	0.0
Vibrionaceae	641	family	0	271	0	0.0
Aeromonas	642	genus	0	4630	1605	0.0
Aeromonas hydrophila	644	species	270088530	7697	1256	0.0
Aeromonas salmonicida	645	species	101881512	2816	781	0.0
Aeromonas caviae	648	species	251072923	4119	614	0.0
Aeromonas jandaei	650	species	27278201	2140	338	0.0
Aeromonas media	651	species	95147978	5047	641	0.0
Aeromonas schubertii	652	species	8750747	1256	250	0.0
Aeromonas veronii	654	species	259056543	7372	1604	0.0
Aeromonas allosaccharophila	656	species	20086692	1428	270	0.0
Photobacterium	657	genus	0	61	0	0.0
Photobacterium phosphoreum	659	species	4663684	143	76	0.0
Vibrio	662	genus	0	872	190	0.0
Vibrio alginolyticus	663	species	246300254	749	132	0.0
Vibrio cholerae	666	species	468230071	1188	293	0.0
Aliivibrio fischeri	668	species	0	13	0	0.0
Vibrio harveyi	669	species	167770124	838	191	0.0
Vibrio parahaemolyticus	670	species	623601655	1680	512	0.0
Vibrio vulnificus	672	species	129925627	1528	413	0.0
Grimontia hollisae	673	species	16426895	749	111	0.0
Vibrio mimicus	674	species	22251138	755	121	0.0
Vibrio cincinnatiensis	675	species	15191860	476	78	0.0
Vibrio fluvialis	676	species	82263780	1712	467	0.0
Vibrio campbellii	680	species	121100462	1064	197	0.0
Vibrio diazotrophicus	685	species	4820957	134	70	0.0
Vibrio gazogenes	687	species	18923951	514	66	0.0
Aliivibrio logei	688	species	4573618	167	100	0.0
Vibrio mediterranei	689	species	11788203	234	47	0.0
Vibrio natriegens	691	species	42432052	433	82	0.0
Plesiomonas	702	genus	0	8	0	0.0
Plesiomonas shigelloides	703	species	18777990	1369	286	0.0
Pasteurellaceae	712	family	0	118	2	0.0
Actinobacillus	713	genus	0	38	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	45941915	578	164	0.0
Actinobacillus pleuropneumoniae	715	species	74202166	349	52	0.0
Actinobacillus suis	716	species	5053375	194	1	0.0
Actinobacillus equuli	718	species	2451991	183	44	0.0
Actinobacillus lignieresii	720	species	2377048	99	16	0.0
Haemophilus	724	genus	0	32	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	5958510	36	0	0.0
Haemophilus haemolyticus	726	species	9541904	360	91	0.0
Haemophilus influenzae	727	species	182408424	882	162	0.0
Avibacterium paragallinarum	728	species	54606224	727	177	0.0
Haemophilus parainfluenzae	729	species	35018880	985	251	0.0
[Haemophilus] ducreyi	730	species	21839200	347	83	0.0
Histophilus somni	731	species	65891970	326	174	0.0
Aggregatibacter aphrophilus	732	species	4705336	200	60	0.0
Haemophilus parahaemolyticus	735	species	4185325	164	1	0.0
Glaesserella parasuis	738	species	54122026	574	155	0.0
Aggregatibacter segnis	739	species	2062506	87	30	0.0
Pasteurella	745	genus	0	15	0	0.0
Pasteurella multocida	747	species	389809233	687	204	0.0
Gallibacterium anatis	750	species	20804414	475	93	0.0
Pasteurella canis	753	species	11275507	274	14	0.0
Pasteurella dagmatis	754	species	2287213	81	45	0.0
Avibacterium volantium	762	species	2230476	106	41	0.0
Rickettsiales	766	order	0	47	0	0.0
Anaplasma	768	genus	0	2	0	0.0
Anaplasma centrale	769	species	0	2	0	0.0
Bartonellaceae	772	family	0	11	0	0.0
Bartonella	773	genus	0	99	12	0.0
Bartonella bacilliformis	774	species	2855065	110	0	0.0
Rickettsiaceae	775	family	0	33	0	0.0
Coxiella	776	genus	0	9	0	0.0
Coxiella burnetii	777	species	24341490	301	95	0.0
Ehrlichia ruminantium	779	species	10543737	73	34	0.0
Rickettsia	780	genus	0	284	166	0.0
Rickettsia conorii	781	species	0	16	1	0.0
Rickettsia prowazekii	782	species	1111769	82	34	0.0
Rickettsia rickettsii	783	species	20458666	41	6	0.0
Orientia tsutsugamushi	784	species	26264266	289	83	0.0
Rickettsia typhi	785	species	1111939	59	0	0.0
Rickettsia akari	786	species	0	1	0	0.0
Rickettsia canadensis	788	species	0	3	0	0.0
Symbiopectobacterium	801	genus	0	4	0	0.0
Bartonella quintana	803	species	3161657	103	5	0.0
Bartonella elizabethae	807	species	2018538	76	21	0.0
Chlamydiaceae	809	family	0	1	0	0.0
Chlamydia	810	genus	0	14	1	0.0
Chlamydia trachomatis	813	species	68959800	61	16	0.0
Bacteroidaceae	815	family	0	32	0	0.0
Bacteroides	816	genus	0	519	45	0.0
Bacteroides fragilis	817	species	169603715	2725	480	0.0
Bacteroides thetaiotaomicron	818	species	121953794	2144	622	0.0
Bacteroides uniformis	820	species	39243592	1331	242	0.0
Phocaeicola vulgatus	821	species	56720015	1602	168	0.0
Parabacteroides distasonis	823	species	124756214	1738	296	0.0
Campylobacter gracilis	824	species	4563382	273	164	0.0
Sebaldella termitidis	826	species	0	1	0	0.0
Campylobacter ureolyticus	827	species	1820334	66	30	0.0
Butyrivibrio	830	genus	0	3	0	0.0
Butyrivibrio fibrisolvens	831	species	9387417	221	160	0.0
Fibrobacter	832	genus	0	3	0	0.0
Fibrobacter succinogenes	833	species	0	17	0	0.0
Porphyromonas	836	genus	0	14	0	0.0
Porphyromonas gingivalis	837	species	65114455	556	237	0.0
Prevotella	838	genus	0	67	0	0.0
Xylanibacter ruminicola	839	species	3439340	281	176	0.0
Roseburia	841	genus	0	12	0	0.0
Wolinella	843	genus	0	2	0	0.0
Wolinella succinogenes	844	species	2150449	81	2	0.0
Oxalobacter	846	genus	0	25	0	0.0
Oxalobacter formigenes	847	species	12309810	1577	99	0.0
Fusobacterium	848	genus	0	91	29	0.0
Fusobacterium mortiferum	850	species	0	1	0	0.0
Fusobacterium nucleatum	851	species	98152111	1042	143	0.0
Faecalibacterium prausnitzii	853	species	49622956	3955	568	0.0
Fusobacterium varium	856	species	10724980	429	111	0.0
Fusobacterium necrophorum	859	species	2172570	79	36	0.0
Fusobacterium periodonticum	860	species	2541084	98	17	0.0
Fusobacterium ulcerans	861	species	10869605	429	80	0.0
Syntrophomonas	862	genus	0	6	0	0.0
Syntrophomonas wolfei	863	species	0	2	0	0.0
Pectinatus frisingensis	865	species	2881049	120	90	0.0
Cardiobacteriaceae	868	family	0	18	0	0.0
Dichelobacter	869	genus	0	2	0	0.0
Dichelobacter nodosus	870	species	0	4	0	0.0
Desulfovibrio	872	genus	0	68	0	0.0
Desulfocurvibacter africanus	873	species	0	35	0	0.0
Desulfovibrio desulfuricans	876	species	13538715	1517	722	0.0
Maridesulfovibrio salexigens	880	species	0	6	0	0.0
Nitratidesulfovibrio vulgaris	881	species	3896149	591	55	0.0
Nitratidesulfovibrio vulgaris str. Hildenborough	882	strain	3773159	476	10	0.0
Desulfuromonas	890	genus	0	76	0	0.0
Desulfobulbus	893	genus	0	27	0	0.0
Desulfobulbus propionicus	894	species	0	39	0	0.0
Desulfococcus	896	genus	0	3	0	0.0
Desulfococcus multivorans	897	species	8911375	850	0	0.0
Desulfomicrobium	898	genus	0	22	0	0.0
Desulfomicrobium baculatum	899	species	0	30	0	0.0
Desulfovibrio piger	901	species	5889339	1141	494	0.0
Acidaminococcus	904	genus	0	11	0	0.0
Acidaminococcus fermentans	905	species	0	16	0	0.0
Megasphaera	906	genus	0	19	0	0.0
Megasphaera elsdenii	907	species	4953520	461	128	0.0
Nitrobacter	911	genus	0	90	0	0.0
Nitrobacter hamburgensis	912	species	0	251	0	0.0
Nitrobacter winogradskyi	913	species	0	130	0	0.0
Nitrosomonas	914	genus	0	59	0	0.0
Nitrosomonas europaea	915	species	2948575	377	102	0.0
Nitrosomonas eutropha	916	species	0	10	0	0.0
Thiobacillus	919	genus	0	269	0	0.0
Acidithiobacillus ferrooxidans	920	species	9762390	850	0	0.0
Ancylobacter novellus	921	species	0	268	0	0.0
Thiobacillus sp.	924	species	3548924	2366	1377	0.0
Thiomonas intermedia	926	species	3343428	2859	1744	0.0
Halothiobacillus neapolitanus	927	species	0	24	0	0.0
Acidithiobacillus thiooxidans	930	species	0	5	0	0.0
Thiomicrospira	933	genus	0	15	0	0.0
Hydrogenobacter thermophilus	940	species	1794458	39	18	0.0
Anaplasmataceae	942	family	0	18	0	0.0
Ehrlichia	943	genus	0	4	0	0.0
Ehrlichia canis	944	species	5251017	223	0	0.0
Ehrlichia chaffeensis	945	species	0	51	10	0.0
Anaplasma phagocytophilum	948	species	1449336	38	21	0.0
Neorickettsia sennetsu	951	species	0	1	0	0.0
Wolbachia	953	genus	0	312	222	0.0
Francisella persica	954	species	0	2	0	0.0
Wolbachia pipientis	955	species	26899620	10323	1823	0.0
Bdellovibrio	958	genus	0	417	229	0.0
Bdellovibrio bacteriovorus	959	species	48720389	12257	6021	0
Bacteriovorax stolpii	960	species	7691180	6273	3242	0.000158439
Herbaspirillum	963	genus	0	2559	74	0.0
Herbaspirillum seropedicae	964	species	16321366	20151	1212	0.0
Selenomonas	970	genus	0	28	0	0.0
Selenomonas ruminantium	971	species	0	7	0	0.0
Halanaerobiaceae	972	family	0	1	0	0.0
Bacteroidota	976	phylum	0	187	3	0.0
Cytophaga	978	genus	0	3	0	0.0
Cellulophaga lytica	979	species	15441073	1812	320	0.0
Pedobacter heparinus	984	species	0	37	0	0.0
Cytophaga hutchinsonii	985	species	0	37	0	0.0
Flavobacterium johnsoniae	986	species	5324536	6771	3969	6.58013e-143
Solitalea canadensis	995	species	0	67	0	0.0
Flavobacterium columnare	996	species	93703536	1140	572	0.0
Bernardetia litoralis	999	species	0	9	0	0.0
Chitinophaga sancti	1004	species	25234441	8062	3632	0.0
Marivirga tractuosa	1006	species	9322181	1099	603	0.0
