name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Spirochaeta	146	genus	0	2	0	0.0
Spirochaeta thermophila	154	species	0	11	0	0.0
Treponema	157	genus	0	84	28	0.0
Treponema denticola	158	species	39148188	641	153	0.0
Brachyspira hyodysenteriae	159	species	21589846	214	93	0.0
Treponema pallidum	160	species	0	37	5	0.0
Treponema phagedenis	162	species	26340967	432	57	0.0
Treponema bryantii	163	species	3516600	145	93	0.0
Treponema saccharophilum	165	species	3459320	259	165	0.0
Leptospiraceae	170	family	0	20	0	0.0
Leptospira	171	genus	0	31	11	0.0
Leptospira biflexa	172	species	0	7	0	0.0
Leptospira interrogans	173	species	123051212	526	178	0.0
Leptospira borgpetersenii	174	species	66750464	281	102	0.0
Leptospira interrogans serovar Hardjo	176	leaf	4742398	4	0	0.0
Leptospirillum	179	genus	0	4	0	0.0
Leptospirillum ferrooxidans	180	species	0	4	0	0.0
Aquaspirillum	187	genus	0	39	0	0.0
Azospirillum	191	genus	0	4100	544	0.0
Azospirillum brasilense	192	species	42849090	18737	2225	0.0
Azospirillum lipoferum	193	species	0	151	0	0.0
Campylobacter	194	genus	0	54	12	0.0
Campylobacter coli	195	species	144738142	431	139	0.0
Campylobacter fetus	196	species	13696549	104	28	0.0
Campylobacter jejuni	197	species	658379475	516	155	0.0
Campylobacter hyointestinalis	198	species	1753385	51	1	0.0
Campylobacter concisus	199	species	29170988	574	159	0.0
Campylobacter curvus	200	species	5921091	209	0	0.0
Campylobacter lari	201	species	42548854	391	105	0.0
Campylobacter mucosalis	202	species	1773478	50	16	0.0
Campylobacter rectus	203	species	5143480	187	0	0.0
Campylobacter showae	204	species	4258467	189	88	0.0
Campylobacter sputorum	206	species	0	5	0	0.0
Helicobacter	209	genus	0	18	3	0.0
Helicobacter pylori	210	species	488641313	1179	491	0.0
Helicobacter acinonychis	212	species	0	1	0	0.0
Helicobacter cinaedi	213	species	19421675	241	31	0.0
Helicobacter felis	214	species	0	1	0	0.0
Helicobacter mustelae	217	species	1576607	42	0	0.0
Achromobacter	222	genus	0	4993	387	0.0
Alteromonas	226	genus	0	49	5	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	93	52	0.0
Brucella	234	genus	0	1524	630	0.0
Brucella abortus	235	species	229795308	40	3	0.0
Flavobacterium	237	genus	0	2767	1661	0.0
Elizabethkingia meningoseptica	238	species	27451532	2875	216	0.0
Flavobacterium sp.	239	species	2753136	1032	686	0.0
Chryseobacterium balustinum	246	species	4974086	774	392	3.00771e-173
Empedobacter brevis	247	species	7431270	875	144	0.0
Chryseobacterium gleum	250	species	5606922	687	333	0.0
Chryseobacterium indologenes	253	species	55311915	4890	956	0.0
Chryseobacterium indoltheticum	254	species	12892241	2209	836	6.45004e-05
Myroides odoratus	256	species	12653952	1180	409	0.0
Sphingobacterium spiritivorum	258	species	20685717	2967	857	0.0
Sphingobacterium thalpophilum	259	species	23274145	2541	580	0.0
Francisella	262	genus	0	23	0	0.0
Francisella tularensis	263	species	28312821	96	56	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	37	8	0.0
Paracoccus	265	genus	0	2487	82	0.0
Paracoccus denitrificans	266	species	20794901	7811	353	0.0
Thermus	270	genus	0	124	19	0.0
Thermus aquaticus	271	species	0	10	0	0.0
Thermus thermophilus	274	species	60521242	1486	324	0.0
Meiothermus ruber	277	species	0	31	0	0.0
Xanthobacter	279	genus	0	125	0	0.0
Comamonas	283	genus	0	2421	246	0.0
Comamonas testosteroni	285	species	41357446	13300	2751	0.0
Pseudomonas	286	genus	0	42119	14256	0.0
Pseudomonas aeruginosa	287	species	6124531475	23462	4586	3.56983e-08
Pseudoalteromonas atlantica	288	species	3669595	107	24	0.0
[Pseudomonas] carboxydohydrogena	290	species	3271440	1908	948	0.0
Burkholderia cepacia	292	species	159454479	19414	3777	0.0
Brevundimonas diminuta	293	species	17453973	30860	6647	0.0
Pseudomonas fluorescens	294	species	135120295	10347	2595	3.63478e-06
Pseudomonas fragi	296	species	30797803	2801	278	4.83882e-05
Hydrogenophilus thermoluteolus	297	species	2288780	543	334	0.0
Pseudomonas marginalis	298	species	28115681	2873	495	1.77295e-64
Ectopseudomonas mendocina	300	species	20627476	4808	1083	0.0
Ectopseudomonas oleovorans	301	species	9232695	2021	291	2.36838e-05
Pseudomonas putida	303	species	440790802	19413	4249	0
Ralstonia solanacearum	305	species	149303865	17791	2357	0.0
Stutzerimonas stutzeri	316	species	134234018	18207	4347	0
Pseudomonas syringae	317	species	78178356	5496	1027	9.2439e-05
Pseudomonas savastanoi pv. phaseolicola	319	leaf	6085631	96	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	36483072	1206	220	1.22121e-82
Pseudomonas amygdali pv. tabaci	322	leaf	6299574	159	17	0.0
Pseudomonas syringae pv. tomato	323	leaf	25656674	793	13	0
Ralstonia pickettii	329	species	10187675	4317	903	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	13616270	204	0	0.0
Burkholderia glumae	337	species	346659127	12484	3113	0.0
Xanthomonas	338	genus	0	22751	7495	0.0
Xanthomonas campestris	339	species	76348720	10098	2728	6.66293e-188
Xanthomonas campestris pv. campestris	340	leaf	548143478	1675	162	3.98961e-07
Xanthomonas translucens	343	species	37134451	8266	1446	0.0
Xanthomonas citri	346	species	31534264	4392	759	0.0
Xanthomonas oryzae	347	species	138705971	4619	1870	0.0
Azotobacter	352	genus	0	415	0	0.0
Azotobacter chroococcum	353	species	10098779	4453	386	0.0
Azotobacter vinelandii	354	species	5617899	2548	94	0.0
Hyphomicrobiales	356	order	0	11863	152	0.0
Agrobacterium	357	genus	0	1593	30	0.0
Agrobacterium tumefaciens	358	species	328402725	16548	3158	6.8023e-07
Rhizobium rhizogenes	359	species	25817365	5079	321	8.46836e-06
Agrobacterium radiobacter	362	species	5921389	843	31	0.0
Agrobacterium vitis	373	species	59045005	7230	1546	0.0
Bradyrhizobium	374	genus	0	31592	12063	0.0
Bradyrhizobium japonicum	375	species	158880876	11188	1683	0.0
Bradyrhizobium sp.	376	species	7547693	1535	488	0.0
Rhizobium	379	genus	0	9321	2465	0.0
Sinorhizobium fredii	380	species	13531397	4096	334	0.0
Mesorhizobium loti	381	species	6870350	1665	129	0.0
Sinorhizobium meliloti	382	species	179769211	6957	1211	0.0
Rhizobium leguminosarum	384	species	95651800	10480	1940	2.99888e-06
Rhizobium leguminosarum bv. trifolii	386	leaf	37653028	3715	553	0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1967	350	6.61221e-06
Sinorhizobium fredii NGR234	394	strain	6891900	1521	697	0.0
Rhizobium phaseoli	396	species	94701776	5408	1109	0.0
Rhizobium tropici	398	species	0	62	0	0.0
Neorhizobium galegae	399	species	6049186	2533	931	0.0
Methylococcaceae	403	family	0	459	2	0.0
Methylobacillus	404	genus	0	8	0	0.0
Methylobacillus flagellatus	405	species	0	28	0	0.0
Methylobacterium	407	genus	0	4824	698	0.0
Methylorubrum extorquens	408	species	28813053	13132	2238	0.000128994
Methylobacterium organophilum	410	species	5319780	3615	1844	0.0
Methylococcus	413	genus	0	279	0	0.0
Methylococcus capsulatus	414	species	20013869	5253	676	0.0
Methylomonas	416	genus	0	248	5	0.0
Methylomonas methanica	421	species	0	13	0	0.0
Methylosinus	425	genus	0	205	0	0.0
Methylosinus trichosporium	426	species	0	348	1	0.0
Methylosinus sporium	428	species	4852742	2316	950	0.0
Methylobacter	429	genus	0	6	0	0.0
Acetobacteraceae	433	family	0	940	5	0.0
Acetobacter	434	genus	0	138	15	0.0
Acetobacter aceti	435	species	7692929	1006	449	0.0
Novacetimonas hansenii	436	species	10583023	1736	368	0.0
Acetobacter pasteurianus	438	species	9137710	472	115	0.0
Gluconobacter	441	genus	0	70	0	0.0
Gluconobacter oxydans	442	species	2990259	627	101	0.0
Legionellaceae	444	family	0	22	0	0.0
Legionella	445	genus	0	53	8	0.0
Legionella pneumophila	446	species	369470196	591	330	0.0
Legionella hackeliae	449	species	3570857	93	67	0.0
Legionella longbeachae	450	species	25231216	247	131	0.0
Legionella micdadei	451	species	9836958	296	50	0.0
Legionella spiritensis	452	species	6755735	271	36	0.0
Legionella israelensis	454	species	9344693	290	84	0.0
Legionella jordanis	456	species	3133723	96	63	0.0
Moraxellaceae	468	family	0	94	0	0.0
Acinetobacter	469	genus	0	505	152	0.0
Acinetobacter baumannii	470	species	3054149000	1694	381	7.68556e-08
Acinetobacter calcoaceticus	471	species	23786304	411	132	9.19201e-06
Moraxella	475	genus	0	53	0	0.0
Moraxella bovis	476	species	97686759	374	154	0.0
Moraxella nonliquefaciens	478	species	4667090	205	0	0.0
Moraxella catarrhalis	480	species	23037162	261	48	0.0
Neisseriaceae	481	family	0	367	3	0.0
Neisseria	482	genus	0	502	51	0.0
Neisseria cinerea	483	species	3665805	179	47	0.0
Neisseria flavescens	484	species	2231882	111	28	0.0
Neisseria gonorrhoeae	485	species	436326338	582	136	0.0
Neisseria lactamica	486	species	6545836	476	52	0.0
Neisseria meningitidis	487	species	226087510	1028	204	0.0
Neisseria mucosa	488	species	5008700	384	72	0.0
Neisseria sicca	490	species	5430826	405	104	0.0
Neisseria animalis	492	species	4477875	433	19	0.0
Neisseria canis	493	species	2569389	236	99	0.0
Bergeriella denitrificans	494	species	2473929	461	233	0.0
Neisseria elongata	495	species	4931910	615	213	0.0
Neisseria macacae	496	species	0	5	0	0.0
Psychrobacter	497	genus	0	53	12	0.0
Thermomicrobium	499	genus	0	4	0	0.0
Thermomicrobium roseum	500	species	0	28	0	0.0
Kingella denitrificans	502	species	2220058	356	188	0.0
Kingella kingae	504	species	12245024	671	76	0.0
Kingella oralis	505	species	2420532	304	186	0.0
Alcaligenaceae	506	family	0	1157	0	0.0
Alcaligenes	507	genus	0	322	31	0.0
Alcaligenes faecalis	511	species	66752829	3246	552	0.0
Bordetella	517	genus	0	1651	0	0.0
Bordetella bronchiseptica	518	species	114376439	9583	730	0.0
Bordetella parapertussis	519	species	429659480	2494	84	0.0
Bordetella pertussis	520	species	2729916552	755	50	0.0
Bordetella avium	521	species	26291993	2113	930	0.0
Acidiphilium	522	genus	0	197	0	0.0
Acidiphilium cryptum	524	species	0	150	0	0.0
Ochrobactrum	528	genus	0	7	0	0.0
Brucella anthropi	529	species	35076955	3182	225	0.0
Beijerinckia	532	genus	0	25	0	0.0
Beijerinckia indica	533	species	0	38	0	0.0
Chromobacterium	535	genus	0	1291	26	0.0
Chromobacterium violaceum	536	species	18802982	9607	714	0.0
Iodobacter fluviatilis	537	species	4588033	303	198	0.0
Eikenella	538	genus	0	41	0	0.0
Eikenella corrodens	539	species	6843626	1181	359	0.0
Zymomonas	541	genus	0	69	0	0.0
Zymomonas mobilis	542	species	8769269	607	307	0.0
Enterobacteriaceae	543	family	0	1683	50	0.0
Citrobacter	544	genus	0	1395	440	0.0
Citrobacter koseri	545	species	136415715	1230	215	0.0
Citrobacter freundii	546	species	959120807	2750	359	0.0
Enterobacter	547	genus	0	2372	663	0.0
Klebsiella aerogenes	548	species	383810620	2615	629	0.0
Pantoea agglomerans	549	species	200225949	4686	1229	0.000208212
Enterobacter cloacae	550	species	165709943	1927	529	0.0
Erwinia	551	genus	0	507	151	0.0
Erwinia amylovora	552	species	103291094	542	243	0.0
Pantoea ananatis	553	species	69434643	1631	282	0.0
Pectobacterium carotovorum	554	species	53470567	875	102	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	14652671	205	26	1.01565e-05
Dickeya chrysanthemi	556	species	4751996	391	97	0.0
Escherichia	561	genus	0	150	14	0.0
Escherichia coli	562	species	16936115536	5364	1173	0
Shimwellia blattae	563	species	8307006	584	0	0.0
Escherichia fergusonii	564	species	324088258	660	125	0.0
Atlantibacter hermannii	565	species	22481761	1498	110	0.0
Pseudescherichia vulneris	566	species	4653761	431	221	0.0
Hafnia	568	genus	0	38	0	0.0
Hafnia alvei	569	species	37963452	648	193	0
Klebsiella	570	genus	0	1907	421	0.0
Klebsiella oxytoca	571	species	300921893	1831	551	0.0
Klebsiella pneumoniae	573	species	12975475856	9870	2080	0.0
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	11205731	1	0	0.0
Raoultella planticola	575	species	124126400	1635	124	0.0
Raoultella terrigena	577	species	28895571	1875	166	0.0
Kluyvera	579	genus	0	40	0	0.0
Kluyvera cryocrescens	580	species	4849988	331	156	0.0
Morganella	581	genus	0	63	0	0.0
Morganella morganii	582	species	271183096	1960	715	0.0
Proteus	583	genus	0	79	24	0.0
Proteus mirabilis	584	species	646853211	853	366	0.0
Proteus vulgaris	585	species	42626441	688	157	0.0
Providencia	586	genus	0	386	183	0.0
Providencia rettgeri	587	species	188189362	907	221	0.0
Providencia stuartii	588	species	113871496	436	80	0.0
Salmonella	590	genus	0	83	14	0.0
Salmonella enterica subsp. enterica serovar Gallinarum	594	leaf	18963264	3	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	288178260	10	1	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	87073611	50	1	0.0
Salmonella enterica subsp. enterica serovar Rubislaw	598	leaf	5027145	3	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	48448653	9	0	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	3	0	0.0
Salmonella enterica subsp. enterica serovar Abortusequi	607	leaf	9666154	3	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	167230081	4	1	0.0
Serratia	613	genus	0	4470	1243	0.0
Serratia liquefaciens	614	species	32864515	1787	130	0.0
Serratia marcescens	615	species	719373253	9993	1326	0.0
Serratia odorifera	618	species	5272556	563	283	0.0
Shigella	620	genus	0	29	0	0.0
Shigella boydii	621	species	67333287	161	17	0.0
Shigella dysenteriae	622	species	135409920	245	13	0.0
Shigella flexneri	623	species	409981008	397	21	0.0
Shigella sonnei	624	species	235424841	92	6	0.0
Xenorhabdus	626	genus	0	30	1	0.0
Xenorhabdus nematophila	628	species	8564534	208	1	0.0
Yersinia	629	genus	0	139	19	0.0
Yersinia enterocolitica	630	species	122743732	687	244	8.90609e-06
Yersinia intermedia	631	species	48884760	719	77	0.0
Yersinia pestis	632	species	515186184	258	13	0.0
Yersinia pseudotuberculosis	633	species	139453955	500	68	0.0
Yersinia bercovieri	634	species	4401131	149	73	0.0
Edwardsiella	635	genus	0	266	5	0.0
Edwardsiella tarda	636	species	151956899	1252	433	0.0
Arsenophonus	637	genus	0	17	1	0.0
Arsenophonus nasoniae	638	species	27496093	284	48	0.0
Vibrionaceae	641	family	0	219	0	0.0
Aeromonas	642	genus	0	4072	1371	0.0
Aeromonas hydrophila	644	species	270088530	6430	1040	0.0
Aeromonas salmonicida	645	species	101881512	2365	641	2.14596e-06
Aeromonas caviae	648	species	251072923	3644	539	0.0
Aeromonas jandaei	650	species	27278201	1784	273	0.0
Aeromonas media	651	species	95147978	4581	592	0.0
Aeromonas schubertii	652	species	8750747	1181	240	0.0
Aeromonas veronii	654	species	259056543	6573	1511	0.0
Aeromonas allosaccharophila	656	species	20086692	1210	200	0.0
Photobacterium	657	genus	0	60	0	0.0
Photobacterium phosphoreum	659	species	4663684	111	67	0.0
Vibrio	662	genus	0	647	132	0.0
Vibrio alginolyticus	663	species	246300254	593	114	0.0
Vibrio cholerae	666	species	468230071	1000	241	0.0
Aliivibrio fischeri	668	species	0	9	0	0.0
Vibrio harveyi	669	species	167770124	660	155	0.0
Vibrio parahaemolyticus	670	species	623601655	1223	419	0.0
Vibrio vulnificus	672	species	129925627	1300	383	0.0
Grimontia hollisae	673	species	16426895	643	103	0.0
Vibrio mimicus	674	species	22251138	573	105	0.0
Vibrio cincinnatiensis	675	species	15191860	295	49	0.0
Vibrio fluvialis	676	species	82263780	1416	383	0.0
Vibrio campbellii	680	species	121100462	785	186	0.0
Vibrio diazotrophicus	685	species	4820957	90	59	0.0
Vibrio gazogenes	687	species	18923951	383	69	0.0
Aliivibrio logei	688	species	4573618	108	61	0.0
Vibrio mediterranei	689	species	11788203	216	52	0.0
Vibrio natriegens	691	species	42432052	358	80	0.0
Plesiomonas	702	genus	0	6	0	0.0
Plesiomonas shigelloides	703	species	18777990	913	234	0.0
Pasteurellaceae	712	family	0	84	3	0.0
Actinobacillus	713	genus	0	37	2	0.0
Aggregatibacter actinomycetemcomitans	714	species	45941915	473	127	0.0
Actinobacillus pleuropneumoniae	715	species	74202166	222	54	0.0
Actinobacillus suis	716	species	5053375	142	1	0.0
Actinobacillus equuli	718	species	2451991	134	33	0.0
Actinobacillus lignieresii	720	species	2377048	55	18	0.0
Haemophilus	724	genus	0	20	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	5958510	30	0	0.0
Haemophilus haemolyticus	726	species	9541904	255	48	0.0
Haemophilus influenzae	727	species	182408424	642	145	0.0
Avibacterium paragallinarum	728	species	54606224	512	159	0.0
Haemophilus parainfluenzae	729	species	35018880	795	192	6.24348e-06
[Haemophilus] ducreyi	730	species	21839200	218	59	0.0
Histophilus somni	731	species	65891970	314	199	0.0
Aggregatibacter aphrophilus	732	species	4705336	176	58	0.0
Haemophilus parahaemolyticus	735	species	4185325	143	0	0.0
Glaesserella parasuis	738	species	54122026	427	123	0.0
Aggregatibacter segnis	739	species	2062506	73	27	0.0
Pasteurella	745	genus	0	5	0	0.0
Pasteurella multocida	747	species	389809233	542	170	0.0
Gallibacterium anatis	750	species	20804414	415	104	0.0
Pasteurella canis	753	species	11275507	306	19	0.0
Pasteurella dagmatis	754	species	2287213	62	41	0.0
Avibacterium volantium	762	species	2230476	85	52	0.0
Rickettsiales	766	order	0	37	0	0.0
Anaplasma	768	genus	0	1	0	0.0
Anaplasma centrale	769	species	0	4	0	0.0
Bartonellaceae	772	family	0	3	0	0.0
Bartonella	773	genus	0	68	8	0.0
Bartonella bacilliformis	774	species	2855065	81	0	0.0
Rickettsiaceae	775	family	0	14	0	0.0
Coxiella	776	genus	0	5	0	0.0
Coxiella burnetii	777	species	24341490	282	95	0.0
Ehrlichia ruminantium	779	species	10543737	70	30	0.0
Rickettsia	780	genus	0	106	49	0.0
Rickettsia conorii	781	species	0	7	1	0.0
Rickettsia prowazekii	782	species	1111769	40	19	0.0
Rickettsia rickettsii	783	species	20458666	21	7	0.0
Orientia tsutsugamushi	784	species	26264266	194	66	0.0
Rickettsia typhi	785	species	1111939	36	0	0.0
Rickettsia australis	787	species	0	1	0	0.0
Symbiopectobacterium	801	genus	0	4	0	0.0
Bartonella quintana	803	species	3161657	67	7	0.0
Bartonella elizabethae	807	species	2018538	55	27	0.0
Chlamydiaceae	809	family	0	4	0	0.0
Chlamydia	810	genus	0	4	0	0.0
Chlamydia trachomatis	813	species	68959800	44	9	0.0
Bacteroidaceae	815	family	0	46	0	0.0
Bacteroides	816	genus	0	397	50	0.0
Bacteroides fragilis	817	species	169603715	2400	421	0
Bacteroides thetaiotaomicron	818	species	121953794	1549	467	0.0
Bacteroides uniformis	820	species	39243592	1373	218	0.0
Phocaeicola vulgatus	821	species	56720015	1474	176	0.0
Parabacteroides distasonis	823	species	124756214	1562	272	0.0
Campylobacter gracilis	824	species	4563382	241	134	0.0
Campylobacter ureolyticus	827	species	1820334	54	32	0.0
Butyrivibrio fibrisolvens	831	species	9387417	160	117	0.0
Fibrobacter	832	genus	0	3	0	0.0
Fibrobacter succinogenes	833	species	0	15	0	0.0
Porphyromonas	836	genus	0	11	0	0.0
Porphyromonas gingivalis	837	species	65114455	561	233	0.0
Prevotella	838	genus	0	50	3	0.0
Xylanibacter ruminicola	839	species	3439340	299	155	0.0
Roseburia	841	genus	0	7	0	0.0
Wolinella	843	genus	0	1	0	0.0
Wolinella succinogenes	844	species	2150449	66	2	0.0
Oxalobacter	846	genus	0	20	0	0.0
Oxalobacter formigenes	847	species	12309810	1093	60	0.0
Fusobacterium	848	genus	0	84	40	0.0
Fusobacterium mortiferum	850	species	0	1	0	0.0
Fusobacterium nucleatum	851	species	98152111	896	153	0.0
Faecalibacterium prausnitzii	853	species	49622956	3827	561	0.0
Fusobacterium varium	856	species	10724980	342	93	0.0
Fusobacterium necrophorum	859	species	2172570	74	49	0.0
Fusobacterium periodonticum	860	species	2541084	65	8	0.0
Fusobacterium ulcerans	861	species	10869605	279	68	0.0
Syntrophomonas wolfei	863	species	0	1	0	0.0
Pectinatus frisingensis	865	species	2881049	95	68	0.0
Cardiobacteriaceae	868	family	0	27	0	0.0
Dichelobacter	869	genus	0	1	0	0.0
Desulfovibrio	872	genus	0	88	1	0.0
Desulfocurvibacter africanus	873	species	0	41	0	0.0
Desulfovibrio desulfuricans	876	species	13538715	1172	550	0.0
Maridesulfovibrio salexigens	880	species	0	3	0	0.0
Nitratidesulfovibrio vulgaris	881	species	3896149	614	41	0.0
Nitratidesulfovibrio vulgaris str. Hildenborough	882	strain	3773159	525	6	0.0
Desulfuromonas	890	genus	0	94	0	0.0
Desulfobulbus	893	genus	0	12	0	0.0
Desulfobulbus propionicus	894	species	0	45	0	0.0
Desulfococcus	896	genus	0	5	0	0.0
Desulfococcus multivorans	897	species	8911375	937	0	0.0
Desulfomicrobium	898	genus	0	32	0	0.0
Desulfomicrobium baculatum	899	species	0	31	0	0.0
Desulfovibrio piger	901	species	5889339	1137	460	0.0
Acidaminococcus	904	genus	0	6	0	0.0
Acidaminococcus fermentans	905	species	0	15	0	0.0
Megasphaera	906	genus	0	18	0	0.0
Megasphaera elsdenii	907	species	4953520	497	151	0.0
Nitrobacter	911	genus	0	90	0	0.0
Nitrobacter hamburgensis	912	species	0	230	0	0.0
Nitrobacter winogradskyi	913	species	0	143	0	0.0
Nitrosomonas	914	genus	0	68	1	0.0
Nitrosomonas europaea	915	species	2948575	302	65	0.0
Nitrosomonas eutropha	916	species	0	7	0	0.0
Thiobacillus	919	genus	0	217	0	0.0
Acidithiobacillus ferrooxidans	920	species	9762390	781	0	0.0
Ancylobacter novellus	921	species	0	310	0	0.0
Thiobacillus sp.	924	species	3548924	2155	1239	0.0
Thiomonas intermedia	926	species	3343428	2436	1443	0.0
Halothiobacillus neapolitanus	927	species	0	14	0	0.0
Acidithiobacillus thiooxidans	930	species	0	5	0	0.0
Thiomicrospira	933	genus	0	6	0	0.0
Hydrogenobacter	939	genus	0	4	0	0.0
Hydrogenobacter thermophilus	940	species	1794458	38	15	0.0
Anaplasmataceae	942	family	0	10	0	0.0
Ehrlichia	943	genus	0	5	0	0.0
Ehrlichia canis	944	species	5251017	114	0	0.0
Ehrlichia chaffeensis	945	species	0	17	9	0.0
Anaplasma phagocytophilum	948	species	1449336	21	6	0.0
Neorickettsia risticii	950	species	0	1	0	0.0
Wolbachia	953	genus	0	248	189	0.0
Francisella persica	954	species	0	6	0	0.0
Wolbachia pipientis	955	species	26899620	17354	13084	0.0
Bdellovibrio	958	genus	0	130	47	0.0
Bdellovibrio bacteriovorus	959	species	48720389	3113	864	0.0
Bacteriovorax stolpii	960	species	7691180	999	541	0.0
Herbaspirillum	963	genus	0	1533	77	0.0
Herbaspirillum seropedicae	964	species	16321366	8892	574	0.0
Selenomonas	970	genus	0	36	0	0.0
Selenomonas ruminantium	971	species	0	6	0	0.0
Halanaerobiaceae	972	family	0	6	0	0.0
Bacteroidota	976	phylum	0	207	0	0.0
Cytophaga	978	genus	0	8	0	0.0
Cellulophaga lytica	979	species	15441073	1521	298	0.0
Pedobacter heparinus	984	species	0	19	0	0.0
Cytophaga hutchinsonii	985	species	0	13	0	0.0
Flavobacterium johnsoniae	986	species	5324536	1620	888	0.0
Solitalea canadensis	995	species	0	57	0	0.0
Flavobacterium columnare	996	species	93703536	939	467	0.0
Bernardetia litoralis	999	species	0	15	0	0.0
Chitinophaga sancti	1004	species	25234441	7139	3289	0.0
Marivirga tractuosa	1006	species	9322181	1016	590	0.0
Saprospira	1007	genus	0	7	0	0.0
Saprospira grandis	1008	species	4303711	318	93	0.0
Sphingobacterium mizutaii	1010	species	4653048	627	345	0.0
Weeksella	1013	genus	0	1	0	0.0
Weeksella virosa	1014	species	2287133	224	112	0.0
Capnocytophaga	1016	genus	0	69	6	0.0
